County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,602	1,364	22.86%	5,966	375	248	39.81%	623
ALACHUA	273	35	11.36%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	46	4	8.00%	50	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	134	41	23.43%	175	0	0		0
BROWARD	380	91	19.32%	471	32	28	46.67%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	10	20.41%	49	0	0		0
CITRUS	28	8	22.22%	36	0	0		0
CLAY	47	23	32.86%	70	1	3	75.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	12	0	0.00%	12	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	305	132	30.21%	437	17	23	57.50%	40
ESCAMBIA	119	22	15.60%	141	5	11	68.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	17	13	43.33%	30	0	0		0
HILLSBOROUGH	318	51	13.82%	369	23	17	42.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	18	52.94%	34	0	0		0
JACKSON	6	6	50.00%	12	0	0		0
LAKE	85	19	18.27%	104	0	0		0
LEE	111	29	20.71%	140	66	20	23.26%	86
LEON	62	10	13.89%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	46	12	20.69%	58	0	0		0
MARION	83	8	8.79%	91	0	0		0
MARTIN	10	29	74.36%	39	0	0		0
MIAMI-DADE	773	158	16.97%	931	61	48	44.04%	109
MONROE	10	0	0.00%	10	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	45	8	15.09%	53	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	263	113	30.05%	376	70	42	37.50%	112
OSCEOLA	73	50	40.65%	123	1	5	83.33%	6
PALM BEACH	276	125	31.17%	401	22	11	33.33%	33
PASCO	108	20	15.63%	128	0	0		0
PINELLAS	229	62	21.31%	291	38	8	17.39%	46
POLK	117	23	16.43%	140	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	10	13	56.52%	23	0	0		0
SARASOTA	58	41	41.41%	99	0	0		0
SEMINOLE	56	15	21.13%	71	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	4	2	33.33%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	155	67	30.18%	222	0	5	100.00%	5
WALTON	15	8	34.78%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
