County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,184	1,053	16.88%	6,237	419	251	37.46%	670
ALACHUA	287	21	6.82%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	60	5	7.69%	65	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	141	42	22.95%	183	0	0		0
BROWARD	400	87	17.86%	487	52	34	39.53%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	10	19.61%	51	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	46	5	9.80%	51	3	1	25.00%	4
COLLIER	66	19	22.35%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	361	75	17.20%	436	15	13	46.43%	28
ESCAMBIA	132	19	12.58%	151	5	11	68.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	52	11	17.46%	63	0	0		0
HIGHLANDS	28	2	6.67%	30	0	0		0
HILLSBOROUGH	338	51	13.11%	389	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	8	25.00%	32	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	79	25	24.04%	104	0	0		0
LEE	125	16	11.35%	141	66	20	23.26%	86
LEON	68	4	5.56%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	55	12	17.91%	67	0	0		0
MARION	86	11	11.34%	97	0	0		0
MARTIN	13	9	40.91%	22	0	0		0
MIAMI-DADE	822	151	15.52%	973	64	60	48.39%	124
MONROE	10	3	23.08%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	311	87	21.86%	398	83	43	34.13%	126
OSCEOLA	115	18	13.53%	133	0	0		0
PALM BEACH	297	105	26.12%	402	14	18	56.25%	32
PASCO	134	10	6.94%	144	0	0		0
PINELLAS	295	54	15.47%	349	39	2	4.88%	41
POLK	139	39	21.91%	178	14	0	0.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	16	8	33.33%	24	0	0		0
SARASOTA	78	35	30.97%	113	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	2	4	66.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	181	51	21.98%	232	0	5	100.00%	5
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
