County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,396	1,600	26.68%	5,996	372	244	39.61%	616
ALACHUA	270	38	12.34%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	45	5	10.00%	50	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	44	26.35%	167	0	0		0
BROWARD	315	136	30.16%	451	33	28	45.90%	61
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	9	18.37%	49	0	0		0
CITRUS	25	15	37.50%	40	0	0		0
CLAY	51	11	17.74%	62	2	2	50.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	319	107	25.12%	426	24	16	40.00%	40
ESCAMBIA	120	21	14.89%	141	4	12	75.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	44	18	29.03%	62	0	0		0
HIGHLANDS	26	5	16.13%	31	0	0		0
HILLSBOROUGH	315	64	16.89%	379	22	14	38.89%	36
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	14	43.75%	32	0	0		0
JACKSON	3	5	62.50%	8	0	0		0
LAKE	57	47	45.19%	104	0	0		0
LEE	103	37	26.43%	140	63	23	26.74%	86
LEON	55	17	23.61%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	48	21	30.43%	69	0	0		0
MARION	73	6	7.59%	79	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	711	234	24.76%	945	75	54	41.86%	129
MONROE	7	6	46.15%	13	0	0		0
NASSAU	4	4	50.00%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	263	144	35.38%	407	70	42	37.50%	112
OSCEOLA	88	35	28.46%	123	0	6	100.00%	6
PALM BEACH	247	157	38.86%	404	16	16	50.00%	32
PASCO	112	9	7.44%	121	0	0		0
PINELLAS	218	80	26.85%	298	18	5	21.74%	23
POLK	109	27	19.85%	136	0	0		0
PUTNAM	5	5	50.00%	10	0	0		0
SANTA ROSA	12	11	47.83%	23	0	0		0
SARASOTA	65	45	40.91%	110	0	0		0
SEMINOLE	57	16	21.92%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	72	18	20.00%	90	2	4	66.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	159	65	29.02%	224	1	4	80.00%	5
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
