County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,719	1,338	22.09%	6,057	356	256	41.83%	612
ALACHUA	278	30	9.74%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	47	7	12.96%	54	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	124	51	29.14%	175	0	0		0
BROWARD	409	98	19.33%	507	36	23	38.98%	59
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	25	15	37.50%	40	0	0		0
CLAY	41	1	2.38%	42	2	12	85.71%	14
COLLIER	53	32	37.65%	85	0	0		0
COLUMBIA	12	3	20.00%	15	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	331	103	23.73%	434	14	26	65.00%	40
ESCAMBIA	136	5	3.55%	141	5	11	68.75%	16
FLAGLER	8	10	55.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	54	8	12.90%	62	0	0		0
HIGHLANDS	29	5	14.71%	34	0	0		0
HILLSBOROUGH	306	62	16.85%	368	20	18	47.37%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	16	47.06%	34	0	0		0
JACKSON	3	7	70.00%	10	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	97	41	29.71%	138	66	20	23.26%	86
LEON	49	23	31.94%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	48	17	26.15%	65	0	0		0
MARION	84	10	10.64%	94	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	817	164	16.72%	981	65	41	38.68%	106
MONROE	9	0	0.00%	9	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	266	105	28.30%	371	67	45	40.18%	112
OSCEOLA	79	50	38.76%	129	0	6	100.00%	6
PALM BEACH	274	133	32.68%	407	17	15	46.88%	32
PASCO	118	16	11.94%	134	0	0		0
PINELLAS	228	57	20.00%	285	24	8	25.00%	32
POLK	134	12	8.22%	146	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	9	12	57.14%	21	0	0		0
SARASOTA	82	26	24.07%	108	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	71	19	21.11%	90	5	1	16.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	155	61	28.24%	216	0	5	100.00%	5
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
