County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	49,284	12,706	20.50%	61,990
ALACHUA	1,577	196	11.05%	1,773
BAKER	490	135	21.60%	625
BAY	482	84	14.84%	566
BRADFORD	5	5	50.00%	10
BREVARD	1,276	378	22.85%	1,654
BROWARD	4,596	977	17.53%	5,573
CALHOUN	7	3	30.00%	10
CHARLOTTE	440	161	26.79%	601
CITRUS	227	65	22.26%	292
CLAY	492	71	12.61%	563
COLLIER	793	100	11.20%	893
COLUMBIA	107	0	0.00%	107
DESOTO	33	25	43.10%	58
DUVAL	2,881	862	23.03%	3,743
ESCAMBIA	1,107	376	25.35%	1,483
FLAGLER	93	10	9.71%	103
FRANKLIN	1	14	93.33%	15
GADSDEN	632	321	33.68%	953
GULF	10	11	52.38%	21
HARDEE	25	0	0.00%	25
HENDRY	5	24	82.76%	29
HERNANDO	574	157	21.48%	731
HIGHLANDS	243	33	11.96%	276
HILLSBOROUGH	3,480	689	16.53%	4,169
HOLMES	17	2	10.53%	19
INDIAN RIVER	388	91	19.00%	479
JACKSON	43	53	55.21%	96
LAKE	760	186	19.66%	946
LEE	1,622	237	12.75%	1,859
LEON	769	100	11.51%	869
MADISON	7	7	50.00%	14
MANATEE	653	121	15.63%	774
MARION	885	89	9.14%	974
MARTIN	310	117	27.40%	427
MIAMI-DADE	6,606	2,019	23.41%	8,625
MONROE	79	92	53.80%	171
NASSAU	38	30	44.12%	68
OKALOOSA	391	71	15.37%	462
OKEECHOBEE	59	41	41.00%	100
ORANGE	3,571	1,010	22.05%	4,581
OSCEOLA	963	193	16.70%	1,156
PALM BEACH	3,021	1,019	25.22%	4,040
PASCO	1,110	276	19.91%	1,386
PINELLAS	2,431	757	23.75%	3,188
POLK	1,386	331	19.28%	1,717
PUTNAM	65	19	22.62%	84
SANTA ROSA	151	110	42.15%	261
SARASOTA	1,129	108	8.73%	1,237
SEMINOLE	741	205	21.67%	946
ST. JOHNS	213	119	35.84%	332
ST. LUCIE	779	104	11.78%	883
SUMTER	254	93	26.80%	347
SUWANNEE	0	0		0
TAYLOR	5	7	58.33%	12
UNION	49	26	34.67%	75
VOLUSIA	1,097	319	22.53%	1,416
WALTON	72	42	36.84%	114
WASHINGTON	44	15	25.42%	59
