County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,138	15,187	24.76%	61,325
ALACHUA	1,481	250	14.44%	1,731
BAKER	465	160	25.60%	625
BAY	459	86	15.78%	545
BRADFORD	5	5	50.00%	10
BREVARD	1,222	423	25.71%	1,645
BROWARD	4,058	1,099	21.31%	5,157
CALHOUN	6	4	40.00%	10
CHARLOTTE	442	177	28.59%	619
CITRUS	232	88	27.50%	320
CLAY	689	104	13.11%	793
COLLIER	666	180	21.28%	846
COLUMBIA	106	0	0.00%	106
DESOTO	17	38	69.09%	55
DUVAL	2,808	950	25.28%	3,758
ESCAMBIA	1,055	434	29.15%	1,489
FLAGLER	90	9	9.09%	99
FRANKLIN	1	14	93.33%	15
GADSDEN	729	224	23.50%	953
GULF	8	13	61.90%	21
HARDEE	25	0	0.00%	25
HENDRY	11	18	62.07%	29
HERNANDO	489	247	33.56%	736
HIGHLANDS	211	44	17.25%	255
HILLSBOROUGH	3,251	628	16.19%	3,879
HOLMES	14	6	30.00%	20
INDIAN RIVER	336	137	28.96%	473
JACKSON	43	53	55.21%	96
LAKE	721	186	20.51%	907
LEE	1,446	398	21.58%	1,844
LEON	746	114	13.26%	860
MADISON	6	9	60.00%	15
MANATEE	697	90	11.44%	787
MARION	825	108	11.58%	933
MARTIN	277	229	45.26%	506
MIAMI-DADE	6,100	2,445	28.61%	8,545
MONROE	97	72	42.60%	169
NASSAU	36	32	47.06%	68
OKALOOSA	346	105	23.28%	451
OKEECHOBEE	65	35	35.00%	100
ORANGE	3,349	999	22.98%	4,348
OSCEOLA	829	323	28.04%	1,152
PALM BEACH	2,665	1,230	31.58%	3,895
PASCO	1,176	230	16.36%	1,406
PINELLAS	2,294	851	27.06%	3,145
POLK	1,245	650	34.30%	1,895
PUTNAM	69	15	17.86%	84
SANTA ROSA	113	242	68.17%	355
SARASOTA	969	262	21.28%	1,231
SEMINOLE	709	227	24.25%	936
ST. JOHNS	188	132	41.25%	320
ST. LUCIE	725	149	17.05%	874
SUMTER	234	113	32.56%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	72	26	26.53%	98
VOLUSIA	1,113	443	28.47%	1,556
WALTON	59	58	49.57%	117
WASHINGTON	44	15	25.42%	59
