County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,852	1,285	20.94%	6,137	423	251	37.24%	674
ALACHUA	271	37	12.01%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	53	11	17.19%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	40	23.67%	169	0	0		0
BROWARD	366	87	19.21%	453	51	32	38.55%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	3	5.88%	51	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	43	7	14.00%	50	1	3	75.00%	4
COLLIER	64	21	24.71%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	357	80	18.31%	437	24	16	40.00%	40
ESCAMBIA	126	15	10.64%	141	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	46	16	25.81%	62	0	0		0
HIGHLANDS	25	8	24.24%	33	0	0		0
HILLSBOROUGH	321	69	17.69%	390	20	20	50.00%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	15	46.88%	32	0	0		0
JACKSON	6	4	40.00%	10	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	114	26	18.57%	140	64	22	25.58%	86
LEON	61	11	15.28%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	64	8	11.11%	72	0	0		0
MARION	84	4	4.55%	88	0	0		0
MARTIN	18	3	14.29%	21	0	0		0
MIAMI-DADE	743	211	22.12%	954	61	52	46.02%	113
MONROE	6	7	53.85%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	291	109	27.25%	400	83	43	34.13%	126
OSCEOLA	89	46	34.07%	135	0	0		0
PALM BEACH	285	115	28.75%	400	22	11	33.33%	33
PASCO	132	13	8.97%	145	0	0		0
PINELLAS	273	60	18.02%	333	43	5	10.42%	48
POLK	135	45	25.00%	180	6	8	57.14%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	9	12	57.14%	21	0	0		0
SARASOTA	95	21	18.10%	116	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	74	16	17.78%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	164	57	25.79%	221	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
