County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,225	1,046	16.68%	6,271	454	206	31.21%	660
ALACHUA	292	16	5.19%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	57	7	10.94%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	148	41	21.69%	189	0	0		0
BROWARD	397	78	16.42%	475	56	27	32.53%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	11	20.75%	53	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	42	8	16.00%	50	1	3	75.00%	4
COLLIER	73	12	14.12%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	350	87	19.91%	437	23	5	17.86%	28
ESCAMBIA	135	16	10.60%	151	8	8	50.00%	16
FLAGLER	19	0	0.00%	19	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	50	15	23.08%	65	0	0		0
HIGHLANDS	30	2	6.25%	32	0	0		0
HILLSBOROUGH	349	44	11.20%	393	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	21	10	32.26%	31	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	73	31	29.81%	104	0	0		0
LEE	129	63	32.81%	192	66	9	12.00%	75
LEON	70	2	2.78%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	12	16.44%	73	0	0		0
MARION	99	5	4.81%	104	0	0		0
MARTIN	17	6	26.09%	23	0	0		0
MIAMI-DADE	828	158	16.02%	986	66	59	47.20%	125
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	5	8.93%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	309	87	21.97%	396	79	47	37.30%	126
OSCEOLA	108	19	14.96%	127	0	0		0
PALM BEACH	308	93	23.19%	401	26	6	18.75%	32
PASCO	130	10	7.14%	140	0	0		0
PINELLAS	278	64	18.71%	342	41	3	6.82%	44
POLK	157	26	14.21%	183	14	0	0.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	8	36.36%	22	0	0		0
SARASOTA	90	21	18.92%	111	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	5	1	16.67%	6
SUMTER	30	10	25.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	169	33	16.34%	202	0	5	100.00%	5
WALTON	20	2	9.09%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
