County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,127	907	15.03%	6,034	373	232	38.35%	605
ALACHUA	266	42	13.64%	308	28	19	40.43%	47
BAKER	0	0		0	0	0		0
BAY	70	10	12.50%	80	2	2	50.00%	4
BREVARD	133	39	22.67%	172	0	0		0
BROWARD	465	50	9.71%	515	32	21	39.62%	53
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	10	20.41%	49	0	0		0
CITRUS	27	9	25.00%	36	0	0		0
CLAY	41	1	2.38%	42	0	6	100.00%	6
COLLIER	58	22	27.50%	80	0	0		0
COLUMBIA	13	4	23.53%	17	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	340	100	22.73%	440	24	16	40.00%	40
ESCAMBIA	108	10	8.47%	118	6	10	62.50%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	49	7	12.50%	56	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	345	36	9.45%	381	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	9	31.03%	29	0	0		0
JACKSON	4	5	55.56%	9	0	0		0
LAKE	77	15	16.30%	92	0	0		0
LEE	119	20	14.39%	139	64	22	25.58%	86
LEON	59	13	18.06%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	56	5	8.20%	61	0	0		0
MARION	80	14	14.89%	94	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	834	127	13.22%	961	63	17	21.25%	80
MONROE	7	3	30.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	6	10.91%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	294	53	15.27%	347	67	65	49.24%	132
OSCEOLA	99	7	6.60%	106	1	5	83.33%	6
PALM BEACH	329	96	22.59%	425	17	15	46.88%	32
PASCO	122	8	6.15%	130	0	0		0
PINELLAS	277	19	6.42%	296	38	3	7.32%	41
POLK	167	10	5.65%	177	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	88	24	21.43%	112	0	0		0
SEMINOLE	66	6	8.33%	72	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	6	0	0.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	168	48	22.22%	216	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
