County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,035	1,159	18.71%	6,194	421	264	38.54%	685
ALACHUA	280	28	9.09%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	49	15	23.44%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	155	32	17.11%	187	0	0		0
BROWARD	388	82	17.45%	470	49	37	43.02%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	11	21.15%	52	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	45	3	6.25%	48	4	0	0.00%	4
COLLIER	69	16	18.82%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	344	94	21.46%	438	23	5	17.86%	28
ESCAMBIA	131	20	13.25%	151	3	13	81.25%	16
FLAGLER	20	0	0.00%	20	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	23	36.51%	63	0	0		0
HIGHLANDS	29	7	19.44%	36	0	0		0
HILLSBOROUGH	340	53	13.49%	393	32	15	31.91%	47
HOLMES	0	0		0	0	0		0
INDIAN RIVER	23	7	23.33%	30	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	129	12	8.51%	141	69	17	19.77%	86
LEON	62	10	13.89%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	62	12	16.22%	74	0	0		0
MARION	93	7	7.00%	100	0	0		0
MARTIN	15	8	34.78%	23	0	0		0
MIAMI-DADE	809	172	17.53%	981	58	63	52.07%	121
MONROE	7	6	46.15%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	5	8.62%	58	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	284	112	28.28%	396	67	69	50.74%	136
OSCEOLA	97	31	24.22%	128	0	0		0
PALM BEACH	292	107	26.82%	399	19	13	40.63%	32
PASCO	123	17	12.14%	140	0	0		0
PINELLAS	271	77	22.13%	348	39	5	11.36%	44
POLK	141	37	20.79%	178	8	6	42.86%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	8	38.10%	21	0	0		0
SARASOTA	81	23	22.12%	104	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	86	6	6.52%	92	4	2	33.33%	6
SUMTER	40	0	0.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	163	33	16.84%	196	0	5	100.00%	5
WALTON	14	8	36.36%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
