County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,702	1,364	22.49%	6,066	406	260	39.04%	666
ALACHUA	260	48	15.58%	308	31	16	34.04%	47
BAKER	0	0		0	0	0		0
BAY	46	8	14.81%	54	0	0		0
BRADFORD	0	0		0	0	0		0
BREVARD	131	36	21.56%	167	0	0		0
BROWARD	365	104	22.17%	469	61	22	26.51%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	10	19.61%	51	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	42	8	16.00%	50	1	3	75.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	329	108	24.71%	437	12	28	70.00%	40
ESCAMBIA	126	15	10.64%	141	6	10	62.50%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	50	12	19.35%	62	0	0		0
HIGHLANDS	25	7	21.88%	32	0	0		0
HILLSBOROUGH	335	61	15.40%	396	22	16	42.11%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	15	44.12%	34	0	0		0
JACKSON	5	6	54.55%	11	0	0		0
LAKE	63	43	40.57%	106	0	0		0
LEE	121	16	11.68%	137	64	22	25.58%	86
LEON	66	6	8.33%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	10	14.08%	71	0	0		0
MARION	75	3	3.85%	78	0	0		0
MARTIN	17	8	32.00%	25	0	0		0
MIAMI-DADE	714	195	21.45%	909	70	50	41.67%	120
MONROE	4	9	69.23%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	43	11	20.37%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	281	119	29.75%	400	75	51	40.48%	126
OSCEOLA	87	36	29.27%	123	0	0		0
PALM BEACH	253	144	36.27%	397	13	19	59.38%	32
PASCO	118	14	10.61%	132	0	0		0
PINELLAS	255	69	21.30%	324	35	5	12.50%	40
POLK	149	35	19.02%	184	10	4	28.57%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	78	35	30.97%	113	0	0		0
SEMINOLE	70	3	4.11%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	70	20	22.22%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	159	68	29.96%	227	0	5	100.00%	5
WALTON	21	2	8.70%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
