County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,080	1,112	17.96%	6,192	399	212	34.70%	611
ALACHUA	279	29	9.42%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	67	16	19.28%	83	1	4	80.00%	5
BRADFORD	0	0		0	0	0		0
BREVARD	130	45	25.71%	175	0	0		0
BROWARD	472	41	7.99%	513	35	17	32.69%	52
CALHOUN	0	0		0	0	0		0
CHARLOTTE	48	13	21.31%	61	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	40	2	4.76%	42	3	11	78.57%	14
COLLIER	66	23	25.84%	89	0	0		0
COLUMBIA	11	5	31.25%	16	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	330	107	24.49%	437	22	18	45.00%	40
ESCAMBIA	134	13	8.84%	147	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	50	12	19.35%	62	0	0		0
HIGHLANDS	27	5	15.63%	32	0	0		0
HILLSBOROUGH	339	40	10.55%	379	26	14	35.00%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	28	4	12.50%	32	0	0		0
JACKSON	12	4	25.00%	16	0	0		0
LAKE	68	36	34.62%	104	0	0		0
LEE	116	25	17.73%	141	66	20	23.26%	86
LEON	64	8	11.11%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	61	7	10.29%	68	0	0		0
MARION	71	14	16.47%	85	0	0		0
MARTIN	11	24	68.57%	35	0	0		0
MIAMI-DADE	880	114	11.47%	994	64	33	34.02%	97
MONROE	6	2	25.00%	8	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	49	7	12.50%	56	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	285	87	23.39%	372	78	34	30.36%	112
OSCEOLA	95	39	29.10%	134	1	5	83.33%	6
PALM BEACH	322	107	24.94%	429	17	15	46.88%	32
PASCO	103	27	20.77%	130	0	0		0
PINELLAS	236	58	19.73%	294	40	4	9.09%	44
POLK	134	16	10.67%	150	0	0		0
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	14	10	41.67%	24	0	0		0
SARASOTA	83	26	23.85%	109	0	0		0
SEMINOLE	64	10	13.51%	74	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	163	69	29.74%	232	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
