County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,983	1,180	19.15%	6,163	407	264	39.34%	671
ALACHUA	270	38	12.34%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	51	13	20.31%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	125	57	31.32%	182	0	0		0
BROWARD	383	91	19.20%	474	48	35	42.17%	83
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	8	15.38%	52	0	0		0
CITRUS	31	9	22.50%	40	0	0		0
CLAY	41	9	18.00%	50	1	3	75.00%	4
COLLIER	72	13	15.29%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	336	101	23.11%	437	18	10	35.71%	28
ESCAMBIA	130	11	7.80%	141	4	12	75.00%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	51	12	19.05%	63	0	0		0
HIGHLANDS	26	6	18.75%	32	0	0		0
HILLSBOROUGH	330	65	16.46%	395	18	25	58.14%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	9	26.47%	34	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	77	27	25.96%	104	0	0		0
LEE	117	24	17.02%	141	70	16	18.60%	86
LEON	71	1	1.39%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	49	19	27.94%	68	0	0		0
MARION	82	20	19.61%	102	0	0		0
MARTIN	12	9	42.86%	21	0	0		0
MIAMI-DADE	809	141	14.84%	950	65	63	49.22%	128
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	6	10.71%	56	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	300	97	24.43%	397	72	54	42.86%	126
OSCEOLA	97	31	24.22%	128	0	0		0
PALM BEACH	308	97	23.95%	405	14	18	56.25%	32
PASCO	121	17	12.32%	138	0	0		0
PINELLAS	273	68	19.94%	341	37	3	7.50%	40
POLK	143	40	21.86%	183	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	83	29	25.89%	112	0	0		0
SEMINOLE	68	5	6.85%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	85	7	7.61%	92	6	0	0.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	167	35	17.33%	202	1	4	80.00%	5
WALTON	17	5	22.73%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
