County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	44,868	14,860	24.88%	59,728
ALACHUA	1,455	252	14.76%	1,707
BAKER	130	495	79.20%	625
BAY	438	145	24.87%	583
BRADFORD	5	5	50.00%	10
BREVARD	1,145	461	28.70%	1,606
BROWARD	4,379	960	17.98%	5,339
CALHOUN	4	6	60.00%	10
CHARLOTTE	453	251	35.65%	704
CITRUS	200	84	29.58%	284
CLAY	462	76	14.13%	538
COLLIER	656	234	26.29%	890
COLUMBIA	98	24	19.67%	122
DESOTO	31	24	43.64%	55
DUVAL	2,735	1,053	27.80%	3,788
ESCAMBIA	1,068	405	27.49%	1,473
FLAGLER	89	10	10.10%	99
FRANKLIN	4	11	73.33%	15
GADSDEN	0	0		0
GULF	9	12	57.14%	21
HARDEE	21	4	16.00%	25
HENDRY	13	16	55.17%	29
HERNANDO	471	248	34.49%	719
HIGHLANDS	214	47	18.01%	261
HILLSBOROUGH	3,139	615	16.38%	3,754
HOLMES	5	15	75.00%	20
INDIAN RIVER	314	144	31.44%	458
JACKSON	42	65	60.75%	107
LAKE	618	266	30.09%	884
LEE	1,402	372	20.97%	1,774
LEON	711	138	16.25%	849
MADISON	7	8	53.33%	15
MANATEE	635	136	17.64%	771
MARION	732	158	17.75%	890
MARTIN	230	254	52.48%	484
MIAMI-DADE	6,797	1,728	20.27%	8,525
MONROE	75	24	24.24%	99
NASSAU	33	35	51.47%	68
OKALOOSA	364	89	19.65%	453
OKEECHOBEE	40	60	60.00%	100
ORANGE	3,355	1,024	23.38%	4,379
OSCEOLA	857	303	26.12%	1,160
PALM BEACH	2,797	1,366	32.81%	4,163
PASCO	1,027	354	25.63%	1,381
PINELLAS	2,241	665	22.88%	2,906
POLK	1,256	392	23.79%	1,648
PUTNAM	46	38	45.24%	84
SANTA ROSA	143	204	58.79%	347
SARASOTA	983	201	16.98%	1,184
SEMINOLE	698	244	25.90%	942
ST. JOHNS	191	139	42.12%	330
ST. LUCIE	696	178	20.37%	874
SUMTER	219	128	36.89%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	54	71	56.80%	125
VOLUSIA	975	541	35.69%	1,516
WALTON	56	61	52.14%	117
WASHINGTON	46	13	22.03%	59
