County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	48,089	13,972	22.51%	62,061
ALACHUA	1,462	315	17.73%	1,777
BAKER	514	105	16.96%	619
BAY	466	108	18.82%	574
BRADFORD	5	5	50.00%	10
BREVARD	1,200	431	26.43%	1,631
BROWARD	4,461	1,018	18.58%	5,479
CALHOUN	10	0	0.00%	10
CHARLOTTE	481	149	23.65%	630
CITRUS	237	66	21.78%	303
CLAY	498	71	12.48%	569
COLLIER	752	148	16.44%	900
COLUMBIA	91	0	0.00%	91
DESOTO	18	40	68.97%	58
DUVAL	2,946	791	21.17%	3,737
ESCAMBIA	1,088	368	25.27%	1,456
FLAGLER	81	19	19.00%	100
FRANKLIN	3	12	80.00%	15
GADSDEN	553	400	41.97%	953
GULF	5	16	76.19%	21
HARDEE	24	1	4.00%	25
HENDRY	12	17	58.62%	29
HERNANDO	528	199	27.37%	727
HIGHLANDS	231	28	10.81%	259
HILLSBOROUGH	3,326	790	19.19%	4,116
HOLMES	17	3	15.00%	20
INDIAN RIVER	352	122	25.74%	474
JACKSON	50	49	49.49%	99
LAKE	726	206	22.10%	932
LEE	1,569	244	13.46%	1,813
LEON	710	145	16.96%	855
MADISON	9	6	40.00%	15
MANATEE	657	128	16.31%	785
MARION	819	115	12.31%	934
MARTIN	295	133	31.07%	428
MIAMI-DADE	6,640	2,041	23.51%	8,681
MONROE	54	115	68.05%	169
NASSAU	37	31	45.59%	68
OKALOOSA	371	82	18.10%	453
OKEECHOBEE	61	39	39.00%	100
ORANGE	3,307	1,149	25.79%	4,456
OSCEOLA	895	285	24.15%	1,180
PALM BEACH	2,988	1,062	26.22%	4,050
PASCO	1,180	278	19.07%	1,458
PINELLAS	2,423	939	27.93%	3,362
POLK	1,387	299	17.73%	1,686
PUTNAM	56	28	33.33%	84
SANTA ROSA	118	138	53.91%	256
SARASOTA	1,050	34	3.14%	1,084
SEMINOLE	682	250	26.82%	932
ST. JOHNS	205	127	38.25%	332
ST. LUCIE	722	130	15.26%	852
SUMTER	287	60	17.29%	347
SUWANNEE	0	0		0
TAYLOR	5	7	58.33%	12
UNION	50	25	33.33%	75
VOLUSIA	1,283	518	28.76%	1,801
WALTON	52	63	54.78%	115
WASHINGTON	40	24	37.50%	64
