County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,405	1,549	26.02%	5,954	364	253	41.00%	617
ALACHUA	264	44	14.29%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	48	0	0.00%	48	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	116	59	33.71%	175	0	0		0
BROWARD	363	100	21.60%	463	25	32	56.14%	57
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	9	18.37%	49	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	40	35	46.67%	75	4	0	0.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	10	0	0.00%	10	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	278	159	36.38%	437	18	22	55.00%	40
ESCAMBIA	132	9	6.38%	141	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	17	10	37.04%	27	0	0		0
HILLSBOROUGH	284	82	22.40%	366	23	15	39.47%	38
HOLMES	0	0		0	0	0		0
INDIAN RIVER	13	19	59.38%	32	0	0		0
JACKSON	6	5	45.45%	11	0	0		0
LAKE	77	27	25.96%	104	0	0		0
LEE	112	28	20.00%	140	66	20	23.26%	86
LEON	66	6	8.33%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	52	10	16.13%	62	0	0		0
MARION	74	9	10.84%	83	0	0		0
MARTIN	11	28	71.79%	39	0	0		0
MIAMI-DADE	741	190	20.41%	931	64	48	42.86%	112
MONROE	5	4	44.44%	9	0	0		0
NASSAU	4	4	50.00%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	253	119	31.99%	372	62	50	44.64%	112
OSCEOLA	77	46	37.40%	123	0	6	100.00%	6
PALM BEACH	251	146	36.78%	397	17	16	48.48%	33
PASCO	115	17	12.88%	132	0	0		0
PINELLAS	219	79	26.51%	298	30	12	28.57%	42
POLK	104	32	23.53%	136	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	10	13	56.52%	23	0	0		0
SARASOTA	61	47	43.52%	108	0	0		0
SEMINOLE	59	13	18.06%	72	0	0		0
ST. JOHNS	21	23	52.27%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	3	3	50.00%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	143	74	34.10%	217	1	4	80.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
