County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,612	1,388	23.13%	6,000	367	248	40.33%	615
ALACHUA	277	31	10.06%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	47	7	12.96%	54	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	51	28.49%	179	0	0		0
BROWARD	375	104	21.71%	479	33	27	45.00%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	7	14.58%	48	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	39	2	4.88%	41	2	2	50.00%	4
COLLIER	50	35	41.18%	85	0	0		0
COLUMBIA	13	4	23.53%	17	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	312	129	29.25%	441	14	26	65.00%	40
ESCAMBIA	114	27	19.15%	141	6	10	62.50%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	46	16	25.81%	62	0	0		0
HIGHLANDS	21	10	32.26%	31	0	0		0
HILLSBOROUGH	299	75	20.05%	374	20	17	45.95%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	15	17	53.13%	32	0	0		0
JACKSON	5	4	44.44%	9	0	0		0
LAKE	80	24	23.08%	104	0	0		0
LEE	118	32	21.33%	150	61	25	29.07%	86
LEON	64	8	11.11%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	49	12	19.67%	61	0	0		0
MARION	84	7	7.69%	91	0	0		0
MARTIN	16	23	58.97%	39	0	0		0
MIAMI-DADE	779	174	18.26%	953	67	42	38.53%	109
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	45	9	16.67%	54	0	0		0
OKEECHOBEE	4	4	50.00%	8	0	0		0
ORANGE	267	105	28.23%	372	68	44	39.29%	112
OSCEOLA	87	42	32.56%	129	0	6	100.00%	6
PALM BEACH	265	130	32.91%	395	18	14	43.75%	32
PASCO	108	16	12.90%	124	0	0		0
PINELLAS	226	64	22.07%	290	27	15	35.71%	42
POLK	123	19	13.38%	142	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	7	14	66.67%	21	0	0		0
SARASOTA	77	31	28.70%	108	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	6	0	0.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	153	65	29.82%	218	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
