County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,840	13,801	22.39%	61,641
ALACHUA	1,475	280	15.95%	1,755
BAKER	503	122	19.52%	625
BAY	430	115	21.10%	545
BRADFORD	5	5	50.00%	10
BREVARD	1,154	496	30.06%	1,650
BROWARD	4,330	960	18.15%	5,290
CALHOUN	8	2	20.00%	10
CHARLOTTE	480	140	22.58%	620
CITRUS	234	67	22.26%	301
CLAY	507	95	15.78%	602
COLLIER	751	163	17.83%	914
COLUMBIA	107	0	0.00%	107
DESOTO	36	22	37.93%	58
DUVAL	2,845	907	24.17%	3,752
ESCAMBIA	1,044	422	28.79%	1,466
FLAGLER	85	14	14.14%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	583	370	38.82%	953
GULF	6	16	72.73%	22
HARDEE	22	3	12.00%	25
HENDRY	15	14	48.28%	29
HERNANDO	556	183	24.76%	739
HIGHLANDS	219	40	15.44%	259
HILLSBOROUGH	3,390	754	18.19%	4,144
HOLMES	12	8	40.00%	20
INDIAN RIVER	341	104	23.37%	445
JACKSON	43	52	54.74%	95
LAKE	763	162	17.51%	925
LEE	1,501	382	20.29%	1,883
LEON	761	114	13.03%	875
MADISON	14	2	12.50%	16
MANATEE	720	85	10.56%	805
MARION	858	95	9.97%	953
MARTIN	297	131	30.61%	428
MIAMI-DADE	6,643	1,986	23.02%	8,629
MONROE	62	107	63.31%	169
NASSAU	36	32	47.06%	68
OKALOOSA	347	106	23.40%	453
OKEECHOBEE	45	55	55.00%	100
ORANGE	3,336	1,119	25.12%	4,455
OSCEOLA	884	281	24.12%	1,165
PALM BEACH	2,953	1,037	25.99%	3,990
PASCO	1,199	246	17.02%	1,445
PINELLAS	2,342	756	24.40%	3,098
POLK	1,363	331	19.54%	1,694
PUTNAM	72	12	14.29%	84
SANTA ROSA	142	121	46.01%	263
SARASOTA	1,139	121	9.60%	1,260
SEMINOLE	739	221	23.02%	960
ST. JOHNS	177	153	46.36%	330
ST. LUCIE	770	105	12.00%	875
SUMTER	262	85	24.50%	347
SUWANNEE	0	0		0
TAYLOR	2	10	83.33%	12
UNION	47	28	37.33%	75
VOLUSIA	1,081	479	30.71%	1,560
WALTON	67	48	41.74%	115
WASHINGTON	37	22	37.29%	59
