County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,143	996	16.22%	6,139	423	254	37.52%	677
ALACHUA	286	22	7.14%	308	44	3	6.38%	47
BAKER	0	0		0	0	0		0
BAY	56	8	12.50%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	136	51	27.27%	187	0	0		0
BROWARD	403	81	16.74%	484	43	43	50.00%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	51	1	1.92%	52	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	43	7	14.00%	50	3	1	25.00%	4
COLLIER	71	14	16.47%	85	0	0		0
COLUMBIA	19	0	0.00%	19	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	357	80	18.31%	437	21	7	25.00%	28
ESCAMBIA	132	9	6.38%	141	5	11	68.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	53	10	15.87%	63	0	0		0
HIGHLANDS	22	7	24.14%	29	0	0		0
HILLSBOROUGH	345	45	11.54%	390	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	26	6	18.75%	32	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	124	17	12.06%	141	66	20	23.26%	86
LEON	67	5	6.94%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	49	19	27.94%	68	0	0		0
MARION	89	12	11.88%	101	0	0		0
MARTIN	14	7	33.33%	21	0	0		0
MIAMI-DADE	800	134	14.35%	934	69	63	47.73%	132
MONROE	10	3	23.08%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	56	0	0.00%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	314	84	21.11%	398	72	54	42.86%	126
OSCEOLA	101	26	20.47%	127	0	0		0
PALM BEACH	305	99	24.50%	404	15	17	53.13%	32
PASCO	128	11	7.91%	139	0	0		0
PINELLAS	277	54	16.31%	331	41	4	8.89%	45
POLK	138	45	24.59%	183	13	1	7.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	11	47.83%	23	0	0		0
SARASOTA	92	21	18.58%	113	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	23	11.62%	198	0	0		0
WALTON	19	3	13.64%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
