County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,620	14,231	23.01%	61,851
ALACHUA	1,507	225	12.99%	1,732
BAKER	519	106	16.96%	625
BAY	429	119	21.72%	548
BRADFORD	5	5	50.00%	10
BREVARD	1,186	457	27.81%	1,643
BROWARD	4,396	1,014	18.74%	5,410
CALHOUN	20	0	0.00%	20
CHARLOTTE	425	208	32.86%	633
CITRUS	228	187	45.06%	415
CLAY	498	73	12.78%	571
COLLIER	749	121	13.91%	870
COLUMBIA	102	0	0.00%	102
DESOTO	39	17	30.36%	56
DUVAL	2,815	919	24.61%	3,734
ESCAMBIA	1,102	354	24.31%	1,456
FLAGLER	95	4	4.04%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	545	408	42.81%	953
GULF	9	12	57.14%	21
HARDEE	22	3	12.00%	25
HENDRY	9	20	68.97%	29
HERNANDO	570	170	22.97%	740
HIGHLANDS	236	24	9.23%	260
HILLSBOROUGH	3,529	709	16.73%	4,238
HOLMES	14	6	30.00%	20
INDIAN RIVER	330	131	28.42%	461
JACKSON	57	43	43.00%	100
LAKE	714	201	21.97%	915
LEE	1,513	293	16.22%	1,806
LEON	728	122	14.35%	850
MADISON	9	6	40.00%	15
MANATEE	679	99	12.72%	778
MARION	826	108	11.56%	934
MARTIN	277	158	36.32%	435
MIAMI-DADE	6,457	2,199	25.40%	8,656
MONROE	66	103	60.95%	169
NASSAU	43	25	36.76%	68
OKALOOSA	349	102	22.62%	451
OKEECHOBEE	47	53	53.00%	100
ORANGE	3,420	1,024	23.04%	4,444
OSCEOLA	860	305	26.18%	1,165
PALM BEACH	2,909	1,117	27.74%	4,026
PASCO	1,122	243	17.80%	1,365
PINELLAS	2,334	964	29.23%	3,298
POLK	1,350	313	18.82%	1,663
PUTNAM	70	14	16.67%	84
SANTA ROSA	123	234	65.55%	357
SARASOTA	1,173	102	8.00%	1,275
SEMINOLE	705	224	24.11%	929
ST. JOHNS	176	155	46.83%	331
ST. LUCIE	738	118	13.79%	856
SUMTER	273	74	21.33%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	43	32	42.67%	75
VOLUSIA	1,072	415	27.91%	1,487
WALTON	65	50	43.48%	115
WASHINGTON	37	22	37.29%	59
