County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,096	1,054	17.14%	6,150	415	260	38.52%	675
ALACHUA	277	31	10.06%	308	43	4	8.51%	47
BAKER	0	0		0	0	0		0
BAY	59	5	7.81%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	145	42	22.46%	187	0	0		0
BROWARD	399	85	17.56%	484	47	38	44.71%	85
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	5	9.62%	52	0	0		0
CITRUS	40	0	0.00%	40	0	0		0
CLAY	43	7	14.00%	50	3	1	25.00%	4
COLLIER	72	13	15.29%	85	0	0		0
COLUMBIA	13	0	0.00%	13	0	0		0
DESOTO	6	1	14.29%	7	0	0		0
DUVAL	357	80	18.31%	437	20	8	28.57%	28
ESCAMBIA	138	13	8.61%	151	4	12	75.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	55	8	12.70%	63	0	0		0
HIGHLANDS	22	6	21.43%	28	0	0		0
HILLSBOROUGH	324	60	15.63%	384	16	26	61.90%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	29	3	9.38%	32	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	84	20	19.23%	104	0	0		0
LEE	118	23	16.31%	141	71	15	17.44%	86
LEON	66	6	8.33%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	54	14	20.59%	68	0	0		0
MARION	92	11	10.68%	103	0	0		0
MARTIN	13	8	38.10%	21	0	0		0
MIAMI-DADE	770	165	17.65%	935	63	64	50.39%	127
MONROE	4	9	69.23%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	1	1.85%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	310	88	22.11%	398	73	53	42.06%	126
OSCEOLA	94	34	26.56%	128	0	0		0
PALM BEACH	310	93	23.08%	403	15	17	53.13%	32
PASCO	130	14	9.72%	144	0	0		0
PINELLAS	275	61	18.15%	336	40	4	9.09%	44
POLK	141	42	22.95%	183	14	0	0.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	90	23	20.35%	113	0	0		0
SEMINOLE	72	2	2.70%	74	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	82	8	8.89%	90	2	4	66.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	174	27	13.43%	201	0	5	100.00%	5
WALTON	21	1	4.55%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
