County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,798	1,356	22.03%	6,154	397	260	39.57%	657
ALACHUA	264	44	14.29%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	44	16	26.67%	60	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	47	27.65%	170	0	0		0
BROWARD	371	81	17.92%	452	37	45	54.88%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	7	13.73%	51	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	38	12	24.00%	50	3	1	25.00%	4
COLLIER	61	24	28.24%	85	0	0		0
COLUMBIA	20	0	0.00%	20	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	313	121	27.88%	434	22	18	45.00%	40
ESCAMBIA	122	19	13.48%	141	10	6	37.50%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	22	6	21.43%	28	0	0		0
HILLSBOROUGH	325	66	16.88%	391	27	13	32.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	13	15	53.57%	28	0	0		0
JACKSON	14	0	0.00%	14	0	0		0
LAKE	62	42	40.38%	104	0	0		0
LEE	115	23	16.67%	138	63	23	26.74%	86
LEON	62	10	13.89%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	52	20	27.78%	72	0	0		0
MARION	85	6	6.59%	91	0	0		0
MARTIN	21	1	4.55%	22	0	0		0
MIAMI-DADE	796	158	16.56%	954	61	50	45.05%	111
MONROE	10	3	23.08%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	288	114	28.36%	402	81	45	35.71%	126
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	285	119	29.46%	404	15	17	53.13%	32
PASCO	127	31	19.62%	158	0	0		0
PINELLAS	254	76	23.03%	330	30	5	14.29%	35
POLK	142	38	21.11%	180	5	9	64.29%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	14	8	36.36%	22	0	0		0
SARASOTA	82	32	28.07%	114	0	0		0
SEMINOLE	61	12	16.44%	73	0	0		0
ST. JOHNS	18	26	59.09%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	3	3	50.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	176	65	26.97%	241	0	5	100.00%	5
WALTON	15	8	34.78%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
