County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,897	1,162	19.18%	6,059	381	249	39.52%	630
ALACHUA	294	14	4.55%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	50	6	10.71%	56	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	127	49	27.84%	176	0	0		0
BROWARD	412	81	16.43%	493	33	28	45.90%	61
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	9	18.37%	49	0	0		0
CITRUS	31	9	22.50%	40	0	0		0
CLAY	39	3	7.14%	42	2	2	50.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	17	3	15.00%	20	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	349	92	20.86%	441	19	21	52.50%	40
ESCAMBIA	134	7	4.96%	141	6	10	62.50%	16
FLAGLER	10	8	44.44%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	56	6	9.68%	62	0	0		0
HIGHLANDS	27	5	15.63%	32	0	0		0
HILLSBOROUGH	329	45	12.03%	374	25	16	39.02%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	21	13	38.24%	34	0	0		0
JACKSON	5	5	50.00%	10	0	0		0
LAKE	74	30	28.85%	104	0	0		0
LEE	108	33	23.40%	141	70	16	18.60%	86
LEON	55	17	23.61%	72	0	9	100.00%	9
MADISON	0	0		0	0	0		0
MANATEE	47	14	22.95%	61	0	0		0
MARION	88	6	6.38%	94	0	0		0
MARTIN	17	22	56.41%	39	0	0		0
MIAMI-DADE	816	145	15.09%	961	67	40	37.38%	107
MONROE	9	0	0.00%	9	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	284	88	23.66%	372	70	63	47.37%	133
OSCEOLA	91	38	29.46%	129	2	4	66.67%	6
PALM BEACH	287	117	28.96%	404	20	12	37.50%	32
PASCO	119	10	7.75%	129	0	0		0
PINELLAS	251	50	16.61%	301	25	8	24.24%	33
POLK	134	18	11.84%	152	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	11	11	50.00%	22	0	0		0
SARASOTA	68	41	37.61%	109	0	0		0
SEMINOLE	64	10	13.51%	74	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	158	58	26.85%	216	0	5	100.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
