County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,797	1,352	21.99%	6,149	353	301	46.02%	654
ALACHUA	259	49	15.91%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	51	17	25.00%	68	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	122	40	24.69%	162	0	0		0
BROWARD	374	100	21.10%	474	36	49	57.65%	85
CALHOUN	0	0		0	0	0		0
CHARLOTTE	50	3	5.66%	53	0	0		0
CITRUS	25	15	37.50%	40	0	0		0
CLAY	45	5	10.00%	50	2	2	50.00%	4
COLLIER	50	26	34.21%	76	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	342	92	21.20%	434	18	22	55.00%	40
ESCAMBIA	138	13	8.61%	151	3	13	81.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	52	10	16.13%	62	0	0		0
HIGHLANDS	25	5	16.67%	30	0	0		0
HILLSBOROUGH	329	84	20.34%	413	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	81	23	22.12%	104	0	0		0
LEE	120	19	13.67%	139	64	22	25.58%	86
LEON	66	6	8.33%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	49	19	27.94%	68	0	0		0
MARION	85	2	2.30%	87	0	0		0
MARTIN	9	14	60.87%	23	0	0		0
MIAMI-DADE	776	193	19.92%	969	56	45	44.55%	101
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	254	147	36.66%	401	60	66	52.38%	126
OSCEOLA	84	39	31.71%	123	0	0		0
PALM BEACH	270	133	33.00%	403	12	21	63.64%	33
PASCO	138	13	8.61%	151	0	0		0
PINELLAS	263	69	20.78%	332	31	5	13.89%	36
POLK	134	43	24.29%	177	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	81	30	27.03%	111	0	0		0
SEMINOLE	70	3	4.11%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	148	49	24.87%	197	0	5	100.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
