County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,736	12,914	21.29%	60,650
ALACHUA	1,459	239	14.08%	1,698
BAKER	113	512	81.92%	625
BAY	458	124	21.31%	582
BRADFORD	5	5	50.00%	10
BREVARD	1,271	366	22.36%	1,637
BROWARD	4,551	875	16.13%	5,426
CALHOUN	10	0	0.00%	10
CHARLOTTE	484	219	31.15%	703
CITRUS	234	64	21.48%	298
CLAY	482	66	12.04%	548
COLLIER	748	142	15.96%	890
COLUMBIA	115	16	12.21%	131
DESOTO	28	27	49.09%	55
DUVAL	3,133	939	23.06%	4,072
ESCAMBIA	1,066	309	22.47%	1,375
FLAGLER	88	11	11.11%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	0	0		0
GULF	5	16	76.19%	21
HARDEE	22	3	12.00%	25
HENDRY	18	11	37.93%	29
HERNANDO	572	196	25.52%	768
HIGHLANDS	205	57	21.76%	262
HILLSBOROUGH	3,366	614	15.43%	3,980
HOLMES	15	5	25.00%	20
INDIAN RIVER	342	129	27.39%	471
JACKSON	54	50	48.08%	104
LAKE	705	188	21.05%	893
LEE	1,524	235	13.36%	1,759
LEON	721	147	16.94%	868
MADISON	7	8	53.33%	15
MANATEE	653	148	18.48%	801
MARION	754	145	16.13%	899
MARTIN	245	245	50.00%	490
MIAMI-DADE	6,952	1,538	18.12%	8,490
MONROE	95	13	12.04%	108
NASSAU	42	44	51.16%	86
OKALOOSA	352	101	22.30%	453
OKEECHOBEE	37	63	63.00%	100
ORANGE	3,453	982	22.14%	4,435
OSCEOLA	906	256	22.03%	1,162
PALM BEACH	3,052	1,136	27.13%	4,188
PASCO	1,129	274	19.53%	1,403
PINELLAS	2,421	544	18.35%	2,965
POLK	1,363	257	15.86%	1,620
PUTNAM	62	22	26.19%	84
SANTA ROSA	146	206	58.52%	352
SARASOTA	1,095	229	17.30%	1,324
SEMINOLE	745	153	17.04%	898
ST. JOHNS	212	117	35.56%	329
ST. LUCIE	766	131	14.60%	897
SUMTER	234	113	32.56%	347
SUWANNEE	0	0		0
TAYLOR	6	10	62.50%	16
UNION	49	79	61.72%	128
VOLUSIA	1,038	472	31.26%	1,510
WALTON	81	36	30.77%	117
WASHINGTON	47	12	20.34%	59
