County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,302	13,228	21.85%	60,530
ALACHUA	1,382	260	15.83%	1,642
BAKER	110	515	82.40%	625
BAY	432	142	24.74%	574
BRADFORD	5	5	50.00%	10
BREVARD	1,217	367	23.17%	1,584
BROWARD	4,444	945	17.54%	5,389
CALHOUN	7	3	30.00%	10
CHARLOTTE	443	267	37.61%	710
CITRUS	245	83	25.30%	328
CLAY	469	73	13.47%	542
COLLIER	739	178	19.41%	917
COLUMBIA	95	27	22.13%	122
DESOTO	28	27	49.09%	55
DUVAL	3,030	907	23.04%	3,937
ESCAMBIA	1,038	307	22.83%	1,345
FLAGLER	85	14	14.14%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	0	0		0
GULF	8	13	61.90%	21
HARDEE	24	1	4.00%	25
HENDRY	16	13	44.83%	29
HERNANDO	543	204	27.31%	747
HIGHLANDS	215	41	16.02%	256
HILLSBOROUGH	3,328	663	16.61%	3,991
HOLMES	14	6	30.00%	20
INDIAN RIVER	329	132	28.63%	461
JACKSON	74	21	22.11%	95
LAKE	739	178	19.41%	917
LEE	1,518	270	15.10%	1,788
LEON	712	185	20.62%	897
MADISON	7	8	53.33%	15
MANATEE	709	101	12.47%	810
MARION	768	131	14.57%	899
MARTIN	267	223	45.51%	490
MIAMI-DADE	6,970	1,686	19.48%	8,656
MONROE	95	21	18.10%	116
NASSAU	48	38	44.19%	86
OKALOOSA	374	77	17.07%	451
OKEECHOBEE	62	38	38.00%	100
ORANGE	3,447	974	22.03%	4,421
OSCEOLA	816	334	29.04%	1,150
PALM BEACH	3,110	1,077	25.72%	4,187
PASCO	1,122	277	19.80%	1,399
PINELLAS	2,385	516	17.79%	2,901
POLK	1,381	260	15.84%	1,641
PUTNAM	70	14	16.67%	84
SANTA ROSA	154	183	54.30%	337
SARASOTA	1,050	241	18.67%	1,291
SEMINOLE	777	165	17.52%	942
ST. JOHNS	209	125	37.43%	334
ST. LUCIE	753	130	14.72%	883
SUMTER	221	126	36.31%	347
SUWANNEE	0	0		0
TAYLOR	10	8	44.44%	18
UNION	48	82	63.08%	130
VOLUSIA	1,045	470	31.02%	1,515
WALTON	72	45	38.46%	117
WASHINGTON	43	16	27.12%	59
