County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,025	1,185	19.08%	6,210	441	239	35.15%	680
ALACHUA	290	18	5.84%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	61	3	4.69%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	137	42	23.46%	179	0	0		0
BROWARD	394	92	18.93%	486	52	28	35.00%	80
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	3	5.77%	52	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	42	8	16.00%	50	2	2	50.00%	4
COLLIER	71	14	16.47%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	362	75	17.16%	437	23	4	14.81%	27
ESCAMBIA	128	23	15.23%	151	7	9	56.25%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	46	17	26.98%	63	0	0		0
HIGHLANDS	18	6	25.00%	24	0	0		0
HILLSBOROUGH	341	73	17.63%	414	24	18	42.86%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	5	15.63%	32	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	122	23	15.86%	145	58	28	32.56%	86
LEON	66	6	8.33%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	60	8	11.76%	68	0	0		0
MARION	76	16	17.39%	92	0	0		0
MARTIN	15	5	25.00%	20	0	0		0
MIAMI-DADE	747	185	19.85%	932	73	62	45.93%	135
MONROE	8	5	38.46%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	44	10	18.52%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	311	87	21.86%	398	77	49	38.89%	126
OSCEOLA	102	25	19.69%	127	0	0		0
PALM BEACH	293	120	29.06%	413	18	14	43.75%	32
PASCO	127	23	15.33%	150	0	0		0
PINELLAS	272	83	23.38%	355	42	5	10.64%	47
POLK	150	35	18.92%	185	14	0	0.00%	14
PUTNAM	5	5	50.00%	10	0	0		0
SANTA ROSA	14	8	36.36%	22	0	0		0
SARASOTA	82	32	28.07%	114	0	0		0
SEMINOLE	69	4	5.48%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	74	16	17.78%	90	5	1	16.67%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	33	15.87%	208	0	5	100.00%	5
WALTON	22	0	0.00%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
