County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,228	992	15.95%	6,220	361	256	41.49%	617
ALACHUA	279	29	9.42%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	66	1	1.49%	67	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	130	44	25.29%	174	0	0		0
BROWARD	490	45	8.41%	535	20	32	61.54%	52
CALHOUN	0	0		0	0	0		0
CHARLOTTE	52	7	11.86%	59	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	41	1	2.38%	42	3	11	78.57%	14
COLLIER	56	25	30.86%	81	0	0		0
COLUMBIA	8	2	20.00%	10	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	345	96	21.77%	441	23	17	42.50%	40
ESCAMBIA	136	5	3.55%	141	8	8	50.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	48	14	22.58%	62	0	0		0
HIGHLANDS	25	5	16.67%	30	0	0		0
HILLSBOROUGH	353	34	8.79%	387	24	17	41.46%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	10	29.41%	34	0	0		0
JACKSON	16	1	5.88%	17	0	0		0
LAKE	64	40	38.46%	104	0	0		0
LEE	116	25	17.73%	141	59	27	31.40%	86
LEON	65	7	9.72%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	57	11	16.18%	68	0	0		0
MARION	87	1	1.14%	88	0	0		0
MARTIN	11	28	71.79%	39	0	0		0
MIAMI-DADE	912	87	8.71%	999	60	42	41.18%	102
MONROE	11	0	0.00%	11	0	0		0
NASSAU	3	5	62.50%	8	0	0		0
OKALOOSA	44	10	18.52%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	300	72	19.35%	372	70	42	37.50%	112
OSCEOLA	91	38	29.46%	129	0	6	100.00%	6
PALM BEACH	316	108	25.47%	424	11	21	65.63%	32
PASCO	113	19	14.39%	132	0	0		0
PINELLAS	254	53	17.26%	307	40	5	11.11%	45
POLK	150	13	7.98%	163	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	81	29	26.36%	110	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	180	54	23.08%	234	0	5	100.00%	5
WALTON	21	2	8.70%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
