County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,162	989	16.08%	6,151	363	239	39.70%	602
ALACHUA	289	19	6.17%	308	25	22	46.81%	47
BAKER	0	0		0	0	0		0
BAY	80	6	6.98%	86	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	134	40	22.99%	174	0	0		0
BROWARD	483	35	6.76%	518	32	31	49.21%	63
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	9	18.37%	49	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	40	2	4.76%	42	3	3	50.00%	6
COLLIER	58	22	27.50%	80	0	0		0
COLUMBIA	20	3	13.04%	23	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	352	87	19.82%	439	21	19	47.50%	40
ESCAMBIA	107	10	8.55%	117	8	8	50.00%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	52	4	7.14%	56	0	0		0
HIGHLANDS	21	2	8.70%	23	0	0		0
HILLSBOROUGH	338	35	9.38%	373	16	26	61.90%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	13	40.63%	32	0	0		0
JACKSON	8	4	33.33%	12	0	0		0
LAKE	71	33	31.73%	104	0	0		0
LEE	124	16	11.43%	140	60	26	30.23%	86
LEON	65	7	9.72%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	50	9	15.25%	59	0	0		0
MARION	82	3	3.53%	85	0	0		0
MARTIN	17	22	56.41%	39	0	0		0
MIAMI-DADE	831	136	14.06%	967	70	15	17.65%	85
MONROE	9	2	18.18%	11	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	296	78	20.86%	374	72	40	35.71%	112
OSCEOLA	91	37	28.91%	128	0	6	100.00%	6
PALM BEACH	304	115	27.45%	419	12	20	62.50%	32
PASCO	127	5	3.79%	132	0	0		0
PINELLAS	247	47	15.99%	294	38	5	11.63%	43
POLK	156	8	4.88%	164	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	9	40.91%	22	0	0		0
SARASOTA	87	23	20.91%	110	0	0		0
SEMINOLE	71	2	2.74%	73	0	0		0
ST. JOHNS	31	13	29.55%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	179	104	36.75%	283	0	5	100.00%	5
WALTON	18	5	21.74%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
