County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,242	997	15.98%	6,239	438	237	35.11%	675
ALACHUA	286	22	7.14%	308	43	4	8.51%	47
BAKER	0	0		0	0	0		0
BAY	55	9	14.06%	64	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	142	44	23.66%	186	0	0		0
BROWARD	383	95	19.87%	478	55	29	34.52%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	7	13.21%	53	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	41	9	18.00%	50	1	3	75.00%	4
COLLIER	70	15	17.65%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	364	78	17.65%	442	20	8	28.57%	28
ESCAMBIA	137	4	2.84%	141	4	12	75.00%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	51	14	21.54%	65	0	0		0
HIGHLANDS	30	2	6.25%	32	0	0		0
HILLSBOROUGH	350	43	10.94%	393	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	21	13	38.24%	34	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	74	30	28.85%	104	0	0		0
LEE	127	17	11.81%	144	63	23	26.74%	86
LEON	66	6	8.33%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	59	9	13.24%	68	0	0		0
MARION	99	10	9.17%	109	0	0		0
MARTIN	18	6	25.00%	24	0	0		0
MIAMI-DADE	854	139	14.00%	993	65	60	48.00%	125
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	54	3	5.26%	57	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	313	82	20.76%	395	73	53	42.06%	126
OSCEOLA	106	22	17.19%	128	0	0		0
PALM BEACH	307	106	25.67%	413	18	14	43.75%	32
PASCO	128	12	8.57%	140	0	0		0
PINELLAS	283	60	17.49%	343	44	3	6.38%	47
POLK	157	27	14.67%	184	14	0	0.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	90	23	20.35%	113	0	0		0
SEMINOLE	67	6	8.22%	73	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	6	0	0.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	25	12.69%	197	0	5	100.00%	5
WALTON	18	4	18.18%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
