County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,680	1,367	22.61%	6,047	429	234	35.29%	663
ALACHUA	273	35	11.36%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	59	4	6.35%	63	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	131	37	22.02%	168	0	0		0
BROWARD	358	91	20.27%	449	45	30	40.00%	75
CALHOUN	0	0		0	0	0		0
CHARLOTTE	43	6	12.24%	49	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	37	13	26.00%	50	2	2	50.00%	4
COLLIER	59	26	30.59%	85	0	0		0
COLUMBIA	12	0	0.00%	12	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	327	110	25.17%	437	26	14	35.00%	40
ESCAMBIA	122	19	13.48%	141	8	8	50.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	45	17	27.42%	62	0	0		0
HIGHLANDS	21	4	16.00%	25	0	0		0
HILLSBOROUGH	309	72	18.90%	381	26	17	39.53%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	28	2	6.67%	30	0	0		0
JACKSON	7	2	22.22%	9	0	0		0
LAKE	68	36	34.62%	104	0	0		0
LEE	104	24	18.75%	128	67	19	22.09%	86
LEON	69	3	4.17%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	52	16	23.53%	68	0	0		0
MARION	72	8	10.00%	80	0	0		0
MARTIN	17	8	32.00%	25	0	0		0
MIAMI-DADE	723	225	23.73%	948	74	45	37.82%	119
MONROE	9	4	30.77%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	278	124	30.85%	402	81	45	35.71%	126
OSCEOLA	93	30	24.39%	123	0	0		0
PALM BEACH	259	135	34.26%	394	17	16	48.48%	33
PASCO	125	14	10.07%	139	0	0		0
PINELLAS	240	63	20.79%	303	31	5	13.89%	36
POLK	138	42	23.33%	180	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	72	38	34.55%	110	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	72	18	20.00%	90	6	0	0.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	184	64	25.81%	248	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
