County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,205	948	15.41%	6,153	399	222	35.75%	621
ALACHUA	283	25	8.12%	308	32	15	31.91%	47
BAKER	0	0		0	0	0		0
BAY	57	0	0.00%	57	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	115	60	34.29%	175	0	0		0
BROWARD	474	46	8.85%	520	36	30	45.45%	66
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	29	11	27.50%	40	0	0		0
CLAY	37	5	11.90%	42	4	10	71.43%	14
COLLIER	62	23	27.06%	85	0	0		0
COLUMBIA	17	5	22.73%	22	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	340	101	22.90%	441	18	22	55.00%	40
ESCAMBIA	135	12	8.16%	147	4	12	75.00%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	56	6	9.68%	62	0	0		0
HIGHLANDS	26	6	18.75%	32	0	0		0
HILLSBOROUGH	377	13	3.33%	390	30	6	16.67%	36
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	9	31.03%	29	0	0		0
JACKSON	16	0	0.00%	16	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	113	28	19.86%	141	70	16	18.60%	86
LEON	62	10	13.89%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	61	8	11.59%	69	0	0		0
MARION	80	6	6.98%	86	0	0		0
MARTIN	7	32	82.05%	39	0	0		0
MIAMI-DADE	900	86	8.72%	986	67	34	33.66%	101
MONROE	10	0	0.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	304	68	18.28%	372	72	40	35.71%	112
OSCEOLA	97	35	26.52%	132	0	6	100.00%	6
PALM BEACH	322	93	22.41%	415	19	13	40.63%	32
PASCO	125	6	4.58%	131	0	0		0
PINELLAS	245	41	14.34%	286	35	6	14.63%	41
POLK	147	9	5.77%	156	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	12	10	45.45%	22	0	0		0
SARASOTA	79	29	26.85%	108	0	0		0
SEMINOLE	61	13	17.57%	74	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	75	15	16.67%	90	6	0	0.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	181	51	21.98%	232	1	4	80.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
