County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,336	14,797	24.20%	61,133
ALACHUA	1,445	269	15.69%	1,714
BAKER	475	150	24.00%	625
BAY	428	122	22.18%	550
BRADFORD	5	5	50.00%	10
BREVARD	1,219	407	25.03%	1,626
BROWARD	4,187	1,001	19.29%	5,188
CALHOUN	8	2	20.00%	10
CHARLOTTE	479	146	23.36%	625
CITRUS	237	84	26.17%	321
CLAY	468	98	17.31%	566
COLLIER	734	129	14.95%	863
COLUMBIA	99	0	0.00%	99
DESOTO	19	36	65.45%	55
DUVAL	2,763	954	25.67%	3,717
ESCAMBIA	1,023	433	29.74%	1,456
FLAGLER	89	10	10.10%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	601	352	36.94%	953
GULF	4	17	80.95%	21
HARDEE	22	3	12.00%	25
HENDRY	10	23	69.70%	33
HERNANDO	518	217	29.52%	735
HIGHLANDS	206	53	20.46%	259
HILLSBOROUGH	3,310	697	17.39%	4,007
HOLMES	20	0	0.00%	20
INDIAN RIVER	324	141	30.32%	465
JACKSON	41	49	54.44%	90
LAKE	724	187	20.53%	911
LEE	1,482	311	17.35%	1,793
LEON	774	105	11.95%	879
MADISON	5	10	66.67%	15
MANATEE	684	104	13.20%	788
MARION	779	142	15.42%	921
MARTIN	238	192	44.65%	430
MIAMI-DADE	6,228	2,391	27.74%	8,619
MONROE	83	99	54.40%	182
NASSAU	36	32	47.06%	68
OKALOOSA	365	87	19.25%	452
OKEECHOBEE	70	30	30.00%	100
ORANGE	3,357	1,098	24.65%	4,455
OSCEOLA	878	287	24.64%	1,165
PALM BEACH	2,703	1,308	32.61%	4,011
PASCO	1,188	171	12.58%	1,359
PINELLAS	2,268	883	28.02%	3,151
POLK	1,299	375	22.40%	1,674
PUTNAM	66	18	21.43%	84
SANTA ROSA	133	220	62.32%	353
SARASOTA	1,044	168	13.86%	1,212
SEMINOLE	732	203	21.71%	935
ST. JOHNS	189	142	42.90%	331
ST. LUCIE	743	136	15.47%	879
SUMTER	268	79	22.77%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	57	26	31.33%	83
VOLUSIA	1,098	503	31.42%	1,601
WALTON	64	53	45.30%	117
WASHINGTON	41	18	30.51%	59
