County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	45,999	15,683	25.43%	61,682
ALACHUA	1,411	300	17.53%	1,711
BAKER	492	133	21.28%	625
BAY	440	108	19.71%	548
BRADFORD	5	5	50.00%	10
BREVARD	1,182	455	27.79%	1,637
BROWARD	4,134	1,037	20.05%	5,171
CALHOUN	6	4	40.00%	10
CHARLOTTE	426	208	32.81%	634
CITRUS	215	82	27.61%	297
CLAY	489	80	14.06%	569
COLLIER	728	156	17.65%	884
COLUMBIA	92	0	0.00%	92
DESOTO	30	23	43.40%	53
DUVAL	2,796	973	25.82%	3,769
ESCAMBIA	1,073	383	26.30%	1,456
FLAGLER	93	6	6.06%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	571	382	40.08%	953
GULF	8	13	61.90%	21
HARDEE	22	3	12.00%	25
HENDRY	13	16	55.17%	29
HERNANDO	508	230	31.17%	738
HIGHLANDS	196	60	23.44%	256
HILLSBOROUGH	3,274	732	18.27%	4,006
HOLMES	7	13	65.00%	20
INDIAN RIVER	310	139	30.96%	449
JACKSON	36	51	58.62%	87
LAKE	692	218	23.96%	910
LEE	1,516	327	17.74%	1,843
LEON	766	145	15.92%	911
MADISON	11	4	26.67%	15
MANATEE	650	113	14.81%	763
MARION	755	140	15.64%	895
MARTIN	236	194	45.12%	430
MIAMI-DADE	6,301	2,448	27.98%	8,749
MONROE	70	87	55.41%	157
NASSAU	33	35	51.47%	68
OKALOOSA	388	71	15.47%	459
OKEECHOBEE	49	51	51.00%	100
ORANGE	3,424	990	22.43%	4,414
OSCEOLA	871	312	26.37%	1,183
PALM BEACH	2,762	1,486	34.98%	4,248
PASCO	1,093	260	19.22%	1,353
PINELLAS	2,256	1,032	31.39%	3,288
POLK	1,304	483	27.03%	1,787
PUTNAM	68	16	19.05%	84
SANTA ROSA	122	229	65.24%	351
SARASOTA	1,080	151	12.27%	1,231
SEMINOLE	677	268	28.36%	945
ST. JOHNS	191	139	42.12%	330
ST. LUCIE	682	193	22.06%	875
SUMTER	247	100	28.82%	347
SUWANNEE	0	0		0
TAYLOR	9	3	25.00%	12
UNION	51	26	33.77%	77
VOLUSIA	1,024	493	32.50%	1,517
WALTON	70	47	40.17%	117
WASHINGTON	42	17	28.81%	59
