County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,195	1,041	16.69%	6,236	439	238	35.16%	677
ALACHUA	289	19	6.17%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	51	13	20.31%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	150	37	19.79%	187	0	0		0
BROWARD	392	85	17.82%	477	51	35	40.70%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	12	23.53%	51	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	44	6	12.00%	50	1	3	75.00%	4
COLLIER	72	13	15.29%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	358	79	18.08%	437	25	3	10.71%	28
ESCAMBIA	129	22	14.57%	151	5	11	68.75%	16
FLAGLER	20	0	0.00%	20	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	55	10	15.38%	65	0	0		0
HIGHLANDS	30	1	3.23%	31	0	0		0
HILLSBOROUGH	350	41	10.49%	391	25	17	40.48%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	7	24.14%	29	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	130	11	7.80%	141	68	18	20.93%	86
LEON	67	5	6.94%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	63	10	13.70%	73	0	0		0
MARION	100	7	6.54%	107	0	0		0
MARTIN	15	8	34.78%	23	0	0		0
MIAMI-DADE	840	151	15.24%	991	64	63	49.61%	127
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	5	9.09%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	298	97	24.56%	395	72	54	42.86%	126
OSCEOLA	102	25	19.69%	127	0	0		0
PALM BEACH	311	93	23.02%	404	27	5	15.63%	32
PASCO	126	15	10.64%	141	0	0		0
PINELLAS	277	76	21.53%	353	40	5	11.11%	45
POLK	147	36	19.67%	183	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	87	27	23.68%	114	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	87	3	3.33%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	29	14.43%	201	0	5	100.00%	5
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
