County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,974	1,119	18.37%	6,093	395	266	40.24%	661
ALACHUA	272	36	11.69%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	56	3	5.08%	59	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	136	33	19.53%	169	0	0		0
BROWARD	390	79	16.84%	469	51	36	41.38%	87
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	4	7.84%	51	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	45	5	10.00%	50	1	3	75.00%	4
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	338	99	22.65%	437	23	17	42.50%	40
ESCAMBIA	124	27	17.88%	151	4	12	75.00%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	17	10	37.04%	27	0	0		0
HILLSBOROUGH	334	60	15.23%	394	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	6	3	33.33%	9	0	0		0
LAKE	65	39	37.50%	104	0	0		0
LEE	116	24	17.14%	140	61	25	29.07%	86
LEON	68	5	6.85%	73	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	56	14	20.00%	70	0	0		0
MARION	81	8	8.99%	89	0	0		0
MARTIN	14	7	33.33%	21	0	0		0
MIAMI-DADE	813	136	14.33%	949	58	49	45.79%	107
MONROE	7	6	46.15%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	51	4	7.27%	55	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	292	106	26.63%	398	74	52	41.27%	126
OSCEOLA	87	36	29.27%	123	0	0		0
PALM BEACH	281	100	26.25%	381	14	18	56.25%	32
PASCO	142	11	7.19%	153	0	0		0
PINELLAS	268	62	18.79%	330	36	5	12.20%	41
POLK	154	23	12.99%	177	4	10	71.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	10	45.45%	22	0	0		0
SARASOTA	90	21	18.92%	111	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	167	34	16.92%	201	0	0		0
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
