County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,033	1,236	19.72%	6,269	415	241	36.74%	656
ALACHUA	275	33	10.71%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	45	9	16.67%	54	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	40	23.81%	168	0	0		0
BROWARD	376	79	17.36%	455	44	35	44.30%	79
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	0	0.00%	49	0	0		0
CITRUS	30	50	62.50%	80	0	0		0
CLAY	37	13	26.00%	50	3	1	25.00%	4
COLLIER	67	15	18.29%	82	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	334	103	23.57%	437	22	18	45.00%	40
ESCAMBIA	123	18	12.77%	141	4	12	75.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	51	11	17.74%	62	0	0		0
HIGHLANDS	25	2	7.41%	27	0	0		0
HILLSBOROUGH	481	42	8.03%	523	26	13	33.33%	39
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	10	31.25%	32	0	0		0
JACKSON	14	0	0.00%	14	0	0		0
LAKE	78	26	25.00%	104	0	0		0
LEE	112	27	19.42%	139	54	32	37.21%	86
LEON	64	8	11.11%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	55	12	17.91%	67	0	0		0
MARION	84	5	5.62%	89	0	0		0
MARTIN	24	0	0.00%	24	0	0		0
MIAMI-DADE	794	144	15.35%	938	65	50	43.48%	115
MONROE	10	3	23.08%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	289	114	28.29%	403	89	37	29.37%	126
OSCEOLA	86	37	30.08%	123	0	0		0
PALM BEACH	283	131	31.64%	414	15	17	53.13%	32
PASCO	126	16	11.27%	142	0	0		0
PINELLAS	244	85	25.84%	329	34	5	12.82%	39
POLK	139	33	19.19%	172	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	10	11	52.38%	21	0	0		0
SARASOTA	92	12	11.54%	104	0	0		0
SEMINOLE	57	16	21.92%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	176	61	25.74%	237	0	0		0
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
