County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,038	1,214	19.42%	6,252	365	255	41.13%	620
ALACHUA	275	33	10.71%	308	27	20	42.55%	47
BAKER	0	0		0	0	0		0
BAY	62	18	22.50%	80	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	121	47	27.98%	168	0	0		0
BROWARD	459	58	11.22%	517	28	38	57.58%	66
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	5	10.20%	49	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	40	2	4.76%	42	1	5	83.33%	6
COLLIER	58	23	28.40%	81	0	0		0
COLUMBIA	15	2	11.76%	17	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	340	101	22.90%	441	19	21	52.50%	40
ESCAMBIA	109	9	7.63%	118	4	12	75.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	54	9	14.29%	63	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	307	68	18.13%	375	25	16	39.02%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	16	48.48%	33	0	0		0
JACKSON	19	3	13.64%	22	0	0		0
LAKE	67	37	35.58%	104	0	0		0
LEE	132	9	6.38%	141	67	19	22.09%	86
LEON	59	13	18.06%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	52	14	21.21%	66	0	0		0
MARION	79	7	8.14%	86	0	0		0
MARTIN	13	24	64.86%	37	0	0		0
MIAMI-DADE	843	256	23.29%	1,099	70	32	31.37%	102
MONROE	9	1	10.00%	10	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	294	81	21.60%	375	65	47	41.96%	112
OSCEOLA	90	39	30.23%	129	0	6	100.00%	6
PALM BEACH	319	102	24.23%	421	13	19	59.38%	32
PASCO	113	12	9.60%	125	0	0		0
PINELLAS	258	40	13.42%	298	37	5	11.90%	42
POLK	137	28	16.97%	165	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	15	8	34.78%	23	0	0		0
SARASOTA	82	32	28.07%	114	0	0		0
SEMINOLE	69	4	5.48%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	182	47	20.52%	229	1	4	80.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
