County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	44,038	16,273	26.98%	60,311
ALACHUA	1,407	285	16.84%	1,692
BAKER	488	137	21.92%	625
BAY	436	125	22.28%	561
BRADFORD	5	5	50.00%	10
BREVARD	1,118	461	29.20%	1,579
BROWARD	4,016	1,068	21.01%	5,084
CALHOUN	5	5	50.00%	10
CHARLOTTE	436	267	37.98%	703
CITRUS	198	99	33.33%	297
CLAY	467	79	14.47%	546
COLLIER	654	210	24.31%	864
COLUMBIA	93	12	11.43%	105
DESOTO	25	30	54.55%	55
DUVAL	2,652	1,086	29.05%	3,738
ESCAMBIA	987	501	33.67%	1,488
FLAGLER	68	31	31.31%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	766	187	19.62%	953
GULF	3	18	85.71%	21
HARDEE	25	0	0.00%	25
HENDRY	10	19	65.52%	29
HERNANDO	503	215	29.94%	718
HIGHLANDS	184	71	27.84%	255
HILLSBOROUGH	2,956	725	19.70%	3,681
HOLMES	9	11	55.00%	20
INDIAN RIVER	281	178	38.78%	459
JACKSON	37	69	65.09%	106
LAKE	662	233	26.03%	895
LEE	1,353	513	27.49%	1,866
LEON	702	149	17.51%	851
MADISON	5	10	66.67%	15
MANATEE	607	145	19.28%	752
MARION	765	138	15.28%	903
MARTIN	238	252	51.43%	490
MIAMI-DADE	6,365	2,210	25.77%	8,575
MONROE	86	26	23.21%	112
NASSAU	32	36	52.94%	68
OKALOOSA	312	138	30.67%	450
OKEECHOBEE	48	52	52.00%	100
ORANGE	3,273	1,037	24.06%	4,310
OSCEOLA	808	347	30.04%	1,155
PALM BEACH	2,597	1,420	35.35%	4,017
PASCO	999	385	27.82%	1,384
PINELLAS	2,129	827	27.98%	2,956
POLK	1,247	418	25.11%	1,665
PUTNAM	56	28	33.33%	84
SANTA ROSA	142	217	60.45%	359
SARASOTA	910	277	23.34%	1,187
SEMINOLE	654	285	30.35%	939
ST. JOHNS	184	147	44.41%	331
ST. LUCIE	642	232	26.54%	874
SUMTER	212	135	38.90%	347
SUWANNEE	0	0		0
TAYLOR	3	9	75.00%	12
UNION	67	42	38.53%	109
VOLUSIA	1,031	560	35.20%	1,591
WALTON	44	73	62.39%	117
WASHINGTON	36	23	38.98%	59
