County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,601	1,356	22.76%	5,957	373	248	39.94%	621
ALACHUA	276	32	10.39%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	47	1	2.08%	48	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	114	61	34.86%	175	0	0		0
BROWARD	371	99	21.06%	470	25	33	56.90%	58
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	10	20.41%	49	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	37	13	26.00%	50	2	2	50.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	10	0	0.00%	10	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	305	132	30.21%	437	22	18	45.00%	40
ESCAMBIA	130	11	7.80%	141	9	7	43.75%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	34	28	45.16%	62	0	0		0
HIGHLANDS	20	12	37.50%	32	0	0		0
HILLSBOROUGH	306	67	17.96%	373	21	20	48.78%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	12	40.00%	30	0	0		0
JACKSON	8	3	27.27%	11	0	0		0
LAKE	74	30	28.85%	104	0	0		0
LEE	110	30	21.43%	140	66	20	23.26%	86
LEON	62	10	13.89%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	54	9	14.29%	63	0	0		0
MARION	74	10	11.90%	84	0	0		0
MARTIN	9	30	76.92%	39	0	0		0
MIAMI-DADE	771	158	17.01%	929	72	40	35.71%	112
MONROE	6	8	57.14%	14	0	0		0
NASSAU	5	3	37.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	275	97	26.08%	372	59	53	47.32%	112
OSCEOLA	71	42	37.17%	113	0	6	100.00%	6
PALM BEACH	269	131	32.75%	400	19	14	42.42%	33
PASCO	122	11	8.27%	133	0	0		0
PINELLAS	249	52	17.28%	301	27	15	35.71%	42
POLK	118	24	16.90%	142	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	10	13	56.52%	23	0	0		0
SARASOTA	71	37	34.26%	108	0	0		0
SEMINOLE	56	16	22.22%	72	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	79	12	13.19%	91	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	154	65	29.68%	219	2	3	60.00%	5
WALTON	9	14	60.87%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
