County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,990	1,195	19.32%	6,185	405	258	38.91%	663
ALACHUA	285	23	7.47%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	48	16	25.00%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	149	38	20.32%	187	0	0		0
BROWARD	391	75	16.09%	466	46	38	45.24%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	7	13.21%	53	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	47	3	6.00%	50	4	0	0.00%	4
COLLIER	72	18	20.00%	90	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	338	99	22.65%	437	18	10	35.71%	28
ESCAMBIA	125	26	17.22%	151	1	15	93.75%	16
FLAGLER	22	0	0.00%	22	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	44	19	30.16%	63	0	0		0
HIGHLANDS	31	4	11.43%	35	0	0		0
HILLSBOROUGH	336	56	14.29%	392	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	7	21.88%	32	0	0		0
JACKSON	3	4	57.14%	7	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	123	18	12.77%	141	71	15	17.44%	86
LEON	63	9	12.50%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	57	16	21.92%	73	0	0		0
MARION	96	7	6.80%	103	0	0		0
MARTIN	15	7	31.82%	22	0	0		0
MIAMI-DADE	768	206	21.15%	974	61	60	49.59%	121
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	51	5	8.93%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	290	106	26.77%	396	69	57	45.24%	126
OSCEOLA	103	26	20.16%	129	0	0		0
PALM BEACH	299	103	25.62%	402	15	17	53.13%	32
PASCO	130	12	8.45%	142	0	0		0
PINELLAS	258	79	23.44%	337	38	1	2.56%	39
POLK	148	30	16.85%	178	13	1	7.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	9	40.91%	22	0	0		0
SARASOTA	83	21	20.19%	104	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	86	4	4.44%	90	3	3	50.00%	6
SUMTER	28	12	30.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	161	37	18.69%	198	0	5	100.00%	5
WALTON	14	8	36.36%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
