County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,418	15,907	25.52%	62,325
ALACHUA	1,502	235	13.53%	1,737
BAKER	509	116	18.56%	625
BAY	456	96	17.39%	552
BRADFORD	5	5	50.00%	10
BREVARD	1,119	510	31.31%	1,629
BROWARD	4,175	1,032	19.82%	5,207
CALHOUN	20	0	0.00%	20
CHARLOTTE	451	180	28.53%	631
CITRUS	246	62	20.13%	308
CLAY	436	84	16.15%	520
COLLIER	741	127	14.63%	868
COLUMBIA	96	0	0.00%	96
DESOTO	31	24	43.64%	55
DUVAL	2,770	981	26.15%	3,751
ESCAMBIA	1,125	331	22.73%	1,456
FLAGLER	96	3	3.03%	99
FRANKLIN	1	14	93.33%	15
GADSDEN	568	385	40.40%	953
GULF	7	14	66.67%	21
HARDEE	23	2	8.00%	25
HENDRY	4	25	86.21%	29
HERNANDO	539	196	26.67%	735
HIGHLANDS	227	35	13.36%	262
HILLSBOROUGH	3,192	888	21.76%	4,080
HOLMES	15	5	25.00%	20
INDIAN RIVER	341	117	25.55%	458
JACKSON	46	54	54.00%	100
LAKE	674	221	24.69%	895
LEE	1,525	286	15.79%	1,811
LEON	750	97	11.45%	847
MADISON	10	5	33.33%	15
MANATEE	626	128	16.98%	754
MARION	794	132	14.25%	926
MARTIN	303	125	29.21%	428
MIAMI-DADE	6,262	3,419	35.32%	9,681
MONROE	82	88	51.76%	170
NASSAU	36	32	47.06%	68
OKALOOSA	352	97	21.60%	449
OKEECHOBEE	43	57	57.00%	100
ORANGE	3,349	1,055	23.96%	4,404
OSCEOLA	850	307	26.53%	1,157
PALM BEACH	2,932	1,150	28.17%	4,082
PASCO	1,121	226	16.78%	1,347
PINELLAS	2,345	929	28.38%	3,274
POLK	1,272	426	25.09%	1,698
PUTNAM	56	28	33.33%	84
SANTA ROSA	119	228	65.71%	347
SARASOTA	1,079	163	13.12%	1,242
SEMINOLE	738	199	21.24%	937
ST. JOHNS	195	136	41.09%	331
ST. LUCIE	699	152	17.86%	851
SUMTER	252	95	27.38%	347
SUWANNEE	0	0		0
TAYLOR	2	10	83.33%	12
UNION	46	30	39.47%	76
VOLUSIA	1,054	502	32.26%	1,556
WALTON	64	51	44.35%	115
WASHINGTON	47	12	20.34%	59
