County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	43,797	16,273	27.09%	60,070
ALACHUA	1,408	277	16.44%	1,685
BAKER	477	148	23.68%	625
BAY	432	113	20.73%	545
BRADFORD	5	5	50.00%	10
BREVARD	1,161	405	25.86%	1,566
BROWARD	3,973	1,151	22.46%	5,124
CALHOUN	6	4	40.00%	10
CHARLOTTE	383	215	35.95%	598
CITRUS	200	83	29.33%	283
CLAY	448	101	18.40%	549
COLLIER	635	180	22.09%	815
COLUMBIA	96	9	8.57%	105
DESOTO	22	33	60.00%	55
DUVAL	2,739	1,019	27.12%	3,758
ESCAMBIA	974	505	34.14%	1,479
FLAGLER	72	27	27.27%	99
FRANKLIN	1	14	93.33%	15
GADSDEN	755	198	20.78%	953
GULF	4	17	80.95%	21
HARDEE	22	3	12.00%	25
HENDRY	13	15	53.57%	28
HERNANDO	468	278	37.27%	746
HIGHLANDS	178	79	30.74%	257
HILLSBOROUGH	2,982	724	19.54%	3,706
HOLMES	11	9	45.00%	20
INDIAN RIVER	276	161	36.84%	437
JACKSON	47	44	48.35%	91
LAKE	658	249	27.45%	907
LEE	1,302	538	29.24%	1,840
LEON	737	118	13.80%	855
MADISON	9	6	40.00%	15
MANATEE	604	148	19.68%	752
MARION	787	114	12.65%	901
MARTIN	221	269	54.90%	490
MIAMI-DADE	5,994	2,521	29.61%	8,515
MONROE	109	25	18.66%	134
NASSAU	33	35	51.47%	68
OKALOOSA	330	121	26.83%	451
OKEECHOBEE	45	55	55.00%	100
ORANGE	3,267	1,072	24.71%	4,339
OSCEOLA	793	345	30.32%	1,138
PALM BEACH	2,659	1,345	33.59%	4,004
PASCO	1,033	326	23.99%	1,359
PINELLAS	2,159	881	28.98%	3,040
POLK	1,230	360	22.64%	1,590
PUTNAM	55	29	34.52%	84
SANTA ROSA	128	218	63.01%	346
SARASOTA	942	220	18.93%	1,162
SEMINOLE	671	258	27.77%	929
ST. JOHNS	160	170	51.52%	330
ST. LUCIE	666	207	23.71%	873
SUMTER	227	120	34.58%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	64	39	37.86%	103
VOLUSIA	1,029	576	35.89%	1,605
WALTON	47	70	59.83%	117
WASHINGTON	44	15	25.42%	59
