County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	44,313	15,917	26.43%	60,230
ALACHUA	1,421	290	16.95%	1,711
BAKER	488	137	21.92%	625
BAY	429	114	20.99%	543
BRADFORD	5	5	50.00%	10
BREVARD	1,107	470	29.80%	1,577
BROWARD	4,023	1,123	21.82%	5,146
CALHOUN	4	6	60.00%	10
CHARLOTTE	464	241	34.18%	705
CITRUS	190	102	34.93%	292
CLAY	462	83	15.23%	545
COLLIER	634	187	22.78%	821
COLUMBIA	99	6	5.71%	105
DESOTO	24	31	56.36%	55
DUVAL	2,694	1,032	27.70%	3,726
ESCAMBIA	1,005	474	32.05%	1,479
FLAGLER	80	21	20.79%	101
FRANKLIN	0	15	100.00%	15
GADSDEN	760	193	20.25%	953
GULF	4	17	80.95%	21
HARDEE	25	0	0.00%	25
HENDRY	10	19	65.52%	29
HERNANDO	524	201	27.72%	725
HIGHLANDS	175	79	31.10%	254
HILLSBOROUGH	2,982	756	20.22%	3,738
HOLMES	9	11	55.00%	20
INDIAN RIVER	267	192	41.83%	459
JACKSON	29	69	70.41%	98
LAKE	678	222	24.67%	900
LEE	1,383	488	26.08%	1,871
LEON	719	138	16.10%	857
MADISON	5	10	66.67%	15
MANATEE	614	156	20.26%	770
MARION	762	143	15.80%	905
MARTIN	259	231	47.14%	490
MIAMI-DADE	6,452	2,058	24.18%	8,510
MONROE	93	28	23.14%	121
NASSAU	38	30	44.12%	68
OKALOOSA	316	133	29.62%	449
OKEECHOBEE	49	51	51.00%	100
ORANGE	3,237	1,090	25.19%	4,327
OSCEOLA	806	335	29.36%	1,141
PALM BEACH	2,613	1,416	35.15%	4,029
PASCO	1,043	369	26.13%	1,412
PINELLAS	2,018	842	29.44%	2,860
POLK	1,253	356	22.13%	1,609
PUTNAM	59	25	29.76%	84
SANTA ROSA	137	219	61.52%	356
SARASOTA	912	263	22.38%	1,175
SEMINOLE	692	254	26.85%	946
ST. JOHNS	185	146	44.11%	331
ST. LUCIE	640	233	26.69%	873
SUMTER	219	128	36.89%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	69	42	37.84%	111
VOLUSIA	1,064	533	33.38%	1,597
WALTON	45	72	61.54%	117
WASHINGTON	35	24	40.68%	59
