County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,163	993	16.13%	6,156	377	242	39.10%	619
ALACHUA	285	23	7.47%	308	29	18	38.30%	47
BAKER	0	0		0	0	0		0
BAY	84	0	0.00%	84	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	49	27.53%	178	0	0		0
BROWARD	445	65	12.75%	510	30	31	50.82%	61
CALHOUN	0	0		0	0	0		0
CHARLOTTE	37	12	24.49%	49	0	0		0
CITRUS	40	0	0.00%	40	0	0		0
CLAY	41	1	2.38%	42	2	4	66.67%	6
COLLIER	56	25	30.86%	81	0	0		0
COLUMBIA	17	2	10.53%	19	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	344	96	21.82%	440	21	19	47.50%	40
ESCAMBIA	111	7	5.93%	118	6	10	62.50%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	55	8	12.70%	63	0	0		0
HIGHLANDS	23	4	14.81%	27	0	0		0
HILLSBOROUGH	355	35	8.97%	390	25	17	40.48%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	9	4	30.77%	13	0	0		0
LAKE	71	33	31.73%	104	0	0		0
LEE	124	15	10.79%	139	61	25	29.07%	86
LEON	62	10	13.89%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	53	13	19.70%	66	0	0		0
MARION	81	7	7.95%	88	0	0		0
MARTIN	17	18	51.43%	35	0	0		0
MIAMI-DADE	852	132	13.41%	984	68	33	32.67%	101
MONROE	10	0	0.00%	10	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	310	67	17.77%	377	68	44	39.29%	112
OSCEOLA	79	49	38.28%	128	0	6	100.00%	6
PALM BEACH	326	96	22.75%	422	16	14	46.67%	30
PASCO	122	11	8.27%	133	0	0		0
PINELLAS	251	41	14.04%	292	43	5	10.42%	48
POLK	147	11	6.96%	158	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	12	10	45.45%	22	0	0		0
SARASOTA	87	27	23.68%	114	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	3	3	50.00%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	185	59	24.18%	244	1	4	80.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
