County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,855	1,331	21.52%	6,186	354	266	42.90%	620
ALACHUA	275	33	10.71%	308	30	17	36.17%	47
BAKER	0	0		0	0	0		0
BAY	52	0	0.00%	52	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	48	27.12%	177	0	0		0
BROWARD	434	64	12.85%	498	35	20	36.36%	55
CALHOUN	0	0		0	0	0		0
CHARLOTTE	43	6	12.24%	49	0	0		0
CITRUS	28	10	26.32%	38	0	0		0
CLAY	30	12	28.57%	42	3	11	78.57%	14
COLLIER	46	39	45.88%	85	0	0		0
COLUMBIA	21	0	0.00%	21	0	0		0
DESOTO	3	5	62.50%	8	0	0		0
DUVAL	326	115	26.08%	441	13	27	67.50%	40
ESCAMBIA	130	17	11.56%	147	0	16	100.00%	16
FLAGLER	12	5	29.41%	17	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	48	14	22.58%	62	0	0		0
HIGHLANDS	27	8	22.86%	35	0	0		0
HILLSBOROUGH	336	58	14.72%	394	23	18	43.90%	41
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	9	27.27%	33	0	0		0
JACKSON	14	2	12.50%	16	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	97	44	31.21%	141	61	25	29.07%	86
LEON	59	13	18.06%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	48	20	29.41%	68	0	0		0
MARION	82	12	12.77%	94	0	0		0
MARTIN	10	29	74.36%	39	0	0		0
MIAMI-DADE	830	173	17.25%	1,003	65	41	38.68%	106
MONROE	9	0	0.00%	9	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	44	10	18.52%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	280	92	24.73%	372	70	42	37.50%	112
OSCEOLA	80	49	37.98%	129	0	6	100.00%	6
PALM BEACH	285	126	30.66%	411	16	16	50.00%	32
PASCO	115	18	13.53%	133	0	0		0
PINELLAS	250	57	18.57%	307	33	8	19.51%	41
POLK	131	31	19.14%	162	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	87	20	18.69%	107	0	0		0
SEMINOLE	58	15	20.55%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	75	25	25.00%	100	3	3	50.00%	6
SUMTER	28	12	30.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	166	59	26.22%	225	0	5	100.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
