County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,151	14,674	23.73%	61,825
ALACHUA	1,489	247	14.23%	1,736
BAKER	492	135	21.53%	627
BAY	465	83	15.15%	548
BRADFORD	5	5	50.00%	10
BREVARD	1,236	401	24.50%	1,637
BROWARD	4,155	1,010	19.55%	5,165
CALHOUN	7	3	30.00%	10
CHARLOTTE	424	195	31.50%	619
CITRUS	229	89	27.99%	318
CLAY	470	92	16.37%	562
COLLIER	714	147	17.07%	861
COLUMBIA	103	0	0.00%	103
DESOTO	19	36	65.45%	55
DUVAL	2,945	804	21.45%	3,749
ESCAMBIA	1,095	361	24.79%	1,456
FLAGLER	90	9	9.09%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	648	305	32.00%	953
GULF	2	19	90.48%	21
HARDEE	24	1	4.00%	25
HENDRY	7	20	74.07%	27
HERNANDO	519	213	29.10%	732
HIGHLANDS	188	68	26.56%	256
HILLSBOROUGH	3,323	527	13.69%	3,850
HOLMES	11	9	45.00%	20
INDIAN RIVER	320	142	30.74%	462
JACKSON	31	53	63.10%	84
LAKE	679	231	25.38%	910
LEE	1,550	338	17.90%	1,888
LEON	725	140	16.18%	865
MADISON	7	8	53.33%	15
MANATEE	650	118	15.36%	768
MARION	811	106	11.56%	917
MARTIN	249	257	50.79%	506
MIAMI-DADE	6,254	2,396	27.70%	8,650
MONROE	102	65	38.92%	167
NASSAU	40	28	41.18%	68
OKALOOSA	384	72	15.79%	456
OKEECHOBEE	48	52	52.00%	100
ORANGE	3,394	1,087	24.26%	4,481
OSCEOLA	903	280	23.67%	1,183
PALM BEACH	2,845	1,208	29.81%	4,053
PASCO	1,142	231	16.82%	1,373
PINELLAS	2,606	1,065	29.01%	3,671
POLK	1,315	338	20.45%	1,653
PUTNAM	61	23	27.38%	84
SANTA ROSA	136	214	61.14%	350
SARASOTA	991	287	22.46%	1,278
SEMINOLE	762	155	16.90%	917
ST. JOHNS	209	122	36.86%	331
ST. LUCIE	699	175	20.02%	874
SUMTER	260	87	25.07%	347
SUWANNEE	0	0		0
TAYLOR	5	7	58.33%	12
UNION	62	28	31.11%	90
VOLUSIA	1,150	492	29.96%	1,642
WALTON	50	67	57.26%	117
WASHINGTON	49	10	16.95%	59
