County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,175	1,095	17.46%	6,270	400	271	40.39%	671
ALACHUA	277	31	10.06%	308	40	7	14.89%	47
BAKER	0	0		0	0	0		0
BAY	56	3	5.08%	59	4	0	0.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	147	36	19.67%	183	0	0		0
BROWARD	392	88	18.33%	480	55	32	36.78%	87
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	9	17.65%	51	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	45	5	10.00%	50	2	2	50.00%	4
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	366	71	16.25%	437	16	12	42.86%	28
ESCAMBIA	132	19	12.58%	151	6	10	62.50%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	54	9	14.29%	63	0	0		0
HIGHLANDS	27	5	15.63%	32	0	0		0
HILLSBOROUGH	348	61	14.91%	409	19	23	54.76%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	21	9	30.00%	30	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	78	26	25.00%	104	0	0		0
LEE	121	20	14.18%	141	66	20	23.26%	86
LEON	70	2	2.78%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	60	15	20.00%	75	0	0		0
MARION	91	9	9.00%	100	0	0		0
MARTIN	18	5	21.74%	23	0	0		0
MIAMI-DADE	806	168	17.25%	974	62	61	49.59%	123
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	291	109	27.25%	400	65	61	48.41%	126
OSCEOLA	107	24	18.32%	131	0	0		0
PALM BEACH	294	108	26.87%	402	14	18	56.25%	32
PASCO	144	4	2.70%	148	0	0		0
PINELLAS	292	58	16.57%	350	38	4	9.52%	42
POLK	146	32	17.98%	178	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	97	20	17.09%	117	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	29	15	34.09%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	3	3	50.00%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	192	45	18.99%	237	0	5	100.00%	5
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
