County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,091	13,097	21.76%	60,188
ALACHUA	1,510	199	11.64%	1,709
BAKER	125	500	80.00%	625
BAY	434	122	21.94%	556
BRADFORD	5	5	50.00%	10
BREVARD	1,223	391	24.23%	1,614
BROWARD	4,560	905	16.56%	5,465
CALHOUN	6	4	40.00%	10
CHARLOTTE	471	228	32.62%	699
CITRUS	226	72	24.16%	298
CLAY	456	90	16.48%	546
COLLIER	730	170	18.89%	900
COLUMBIA	142	5	3.40%	147
DESOTO	31	24	43.64%	55
DUVAL	2,877	906	23.95%	3,783
ESCAMBIA	1,117	333	22.97%	1,450
FLAGLER	91	8	8.08%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	0	0		0
GULF	9	12	57.14%	21
HARDEE	24	1	4.00%	25
HENDRY	17	12	41.38%	29
HERNANDO	529	201	27.53%	730
HIGHLANDS	207	57	21.59%	264
HILLSBOROUGH	3,207	569	15.07%	3,776
HOLMES	4	14	77.78%	18
INDIAN RIVER	339	123	26.62%	462
JACKSON	42	59	58.42%	101
LAKE	724	176	19.56%	900
LEE	1,482	281	15.94%	1,763
LEON	716	137	16.06%	853
MADISON	8	7	46.67%	15
MANATEE	668	111	14.25%	779
MARION	759	148	16.32%	907
MARTIN	239	251	51.22%	490
MIAMI-DADE	7,098	1,604	18.43%	8,702
MONROE	82	31	27.43%	113
NASSAU	41	27	39.71%	68
OKALOOSA	375	85	18.48%	460
OKEECHOBEE	61	39	39.00%	100
ORANGE	3,489	952	21.44%	4,441
OSCEOLA	869	279	24.30%	1,148
PALM BEACH	2,945	1,206	29.05%	4,151
PASCO	1,093	291	21.03%	1,384
PINELLAS	2,317	590	20.30%	2,907
POLK	1,338	303	18.46%	1,641
PUTNAM	67	17	20.24%	84
SANTA ROSA	143	201	58.43%	344
SARASOTA	1,005	200	16.60%	1,205
SEMINOLE	762	171	18.33%	933
ST. JOHNS	196	134	40.61%	330
ST. LUCIE	786	109	12.18%	895
SUMTER	235	112	32.28%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	54	70	56.45%	124
VOLUSIA	1,041	472	31.20%	1,513
WALTON	63	50	44.25%	113
WASHINGTON	45	14	23.73%	59
