County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,974	1,179	19.16%	6,153	449	230	33.87%	679
ALACHUA	290	18	5.84%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	57	7	10.94%	64	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	33	19.64%	168	0	0		0
BROWARD	387	87	18.35%	474	51	33	39.29%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	5	9.62%	52	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	39	11	22.00%	50	3	1	25.00%	4
COLLIER	75	10	11.76%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	346	91	20.82%	437	27	1	3.57%	28
ESCAMBIA	113	28	19.86%	141	7	9	56.25%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	57	8	12.31%	65	0	0		0
HIGHLANDS	26	1	3.70%	27	0	0		0
HILLSBOROUGH	319	72	18.41%	391	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	79	25	24.04%	104	0	0		0
LEE	129	23	15.13%	152	65	21	24.42%	86
LEON	65	7	9.72%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	63	10	13.70%	73	0	0		0
MARION	89	8	8.25%	97	0	0		0
MARTIN	16	9	36.00%	25	0	0		0
MIAMI-DADE	727	224	23.55%	951	69	59	46.09%	128
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	4	7.02%	57	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	294	106	26.50%	400	80	46	36.51%	126
OSCEOLA	97	26	21.14%	123	0	0		0
PALM BEACH	299	103	25.62%	402	19	13	40.63%	32
PASCO	128	18	12.33%	146	0	0		0
PINELLAS	255	86	25.22%	341	44	4	8.33%	48
POLK	161	22	12.02%	183	12	2	14.29%	14
PUTNAM	6	4	40.00%	10	0	0		0
SANTA ROSA	14	2	12.50%	16	0	0		0
SARASOTA	89	26	22.61%	115	0	0		0
SEMINOLE	58	15	20.55%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	25	12.50%	200	0	5	100.00%	5
WALTON	17	5	22.73%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
