County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,315	907	14.58%	6,222	400	196	32.89%	596
ALACHUA	276	32	10.39%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	65	20	23.53%	85	2	2	50.00%	4
BREVARD	131	42	24.28%	173	2	8	80.00%	10
BROWARD	446	50	10.08%	496	30	29	49.15%	59
CALHOUN	0	0		0	0	0		0
CHARLOTTE	45	4	8.16%	49	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	38	4	9.52%	42	3	3	50.00%	6
COLLIER	51	30	37.04%	81	0	0		0
COLUMBIA	22	3	12.00%	25	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	362	77	17.54%	439	32	8	20.00%	40
ESCAMBIA	108	10	8.47%	118	5	11	68.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	55	6	9.84%	61	0	0		0
HIGHLANDS	24	7	22.58%	31	0	0		0
HILLSBOROUGH	352	21	5.63%	373	25	18	41.86%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	28	3	9.68%	31	0	0		0
JACKSON	5	1	16.67%	6	0	0		0
LAKE	74	10	11.90%	84	0	0		0
LEE	127	14	9.93%	141	72	14	16.28%	86
LEON	66	6	8.33%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	66	4	5.71%	70	0	0		0
MARION	80	5	5.88%	85	0	0		0
MARTIN	15	24	61.54%	39	0	0		0
MIAMI-DADE	822	170	17.14%	992	62	20	24.39%	82
MONROE	8	6	42.86%	14	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	51	5	8.93%	56	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	285	55	16.18%	340	65	33	33.67%	98
OSCEOLA	95	8	7.77%	103	0	6	100.00%	6
PALM BEACH	519	101	16.29%	620	20	12	37.50%	32
PASCO	120	11	8.40%	131	0	0		0
PINELLAS	252	40	13.70%	292	41	6	12.77%	47
POLK	145	18	11.04%	163	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	6	14	70.00%	20	0	0		0
SARASOTA	89	16	15.24%	105	0	0		0
SEMINOLE	68	5	6.85%	73	0	0		0
ST. JOHNS	30	14	31.82%	44	0	0		0
ST. LUCIE	84	6	6.67%	90	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	178	37	17.21%	215	0	5	100.00%	5
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
