County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,643	1,391	23.05%	6,034	431	226	34.40%	657
ALACHUA	278	30	9.74%	308	43	4	8.51%	47
BAKER	0	0		0	0	0		0
BAY	49	10	16.95%	59	4	0	0.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	126	38	23.17%	164	0	0		0
BROWARD	347	103	22.89%	450	52	27	34.18%	79
CALHOUN	0	0		0	0	0		0
CHARLOTTE	44	7	13.73%	51	0	0		0
CITRUS	26	14	35.00%	40	0	0		0
CLAY	48	12	20.00%	60	3	1	25.00%	4
COLLIER	53	32	37.65%	85	0	0		0
COLUMBIA	11	0	0.00%	11	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	340	81	19.24%	421	24	16	40.00%	40
ESCAMBIA	127	14	9.93%	141	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	54	8	12.90%	62	0	0		0
HIGHLANDS	26	4	13.33%	30	0	0		0
HILLSBOROUGH	341	33	8.82%	374	23	14	37.84%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	17	11	39.29%	28	0	0		0
JACKSON	6	2	25.00%	8	0	0		0
LAKE	66	38	36.54%	104	0	0		0
LEE	106	34	24.29%	140	62	24	27.91%	86
LEON	68	4	5.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	57	11	16.18%	68	0	0		0
MARION	84	5	5.62%	89	0	0		0
MARTIN	10	29	74.36%	39	0	0		0
MIAMI-DADE	737	209	22.09%	946	76	47	38.21%	123
MONROE	7	6	46.15%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	271	131	32.59%	402	80	39	32.77%	119
OSCEOLA	89	38	29.92%	127	0	0		0
PALM BEACH	271	140	34.06%	411	19	16	45.71%	35
PASCO	111	20	15.27%	131	0	0		0
PINELLAS	234	62	20.95%	296	28	5	15.15%	33
POLK	132	34	20.48%	166	7	7	50.00%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	8	12	60.00%	20	0	0		0
SARASOTA	55	55	50.00%	110	0	0		0
SEMINOLE	60	13	17.81%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	77	12	13.48%	89	2	4	66.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	158	71	31.00%	229	0	5	100.00%	5
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
