County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,003	1,210	19.48%	6,213	376	230	37.95%	606
ALACHUA	277	31	10.06%	308	31	16	34.04%	47
BAKER	0	0		0	0	0		0
BAY	59	2	3.28%	61	1	4	80.00%	5
BRADFORD	0	0		0	0	0		0
BREVARD	105	70	40.00%	175	0	0		0
BROWARD	472	41	7.99%	513	29	22	43.14%	51
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	17	28.81%	59	0	0		0
CITRUS	30	10	25.00%	40	0	0		0
CLAY	38	4	9.52%	42	3	11	78.57%	14
COLLIER	58	27	31.76%	85	0	0		0
COLUMBIA	13	3	18.75%	16	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	332	105	24.03%	437	16	24	60.00%	40
ESCAMBIA	138	9	6.12%	147	7	9	56.25%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	54	8	12.90%	62	0	0		0
HIGHLANDS	28	4	12.50%	32	0	0		0
HILLSBOROUGH	325	62	16.02%	387	22	14	38.89%	36
HOLMES	0	0		0	0	0		0
INDIAN RIVER	23	11	32.35%	34	0	0		0
JACKSON	14	0	0.00%	14	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	112	29	20.57%	141	63	23	26.74%	86
LEON	63	9	12.50%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	55	15	21.43%	70	0	0		0
MARION	75	11	12.79%	86	0	0		0
MARTIN	11	28	71.79%	39	0	0		0
MIAMI-DADE	867	136	13.56%	1,003	62	34	35.42%	96
MONROE	8	0	0.00%	8	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	47	7	12.96%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	280	93	24.93%	373	75	37	33.04%	112
OSCEOLA	95	40	29.63%	135	2	4	66.67%	6
PALM BEACH	311	116	27.17%	427	15	17	53.13%	32
PASCO	109	24	18.05%	133	0	0		0
PINELLAS	248	50	16.78%	298	41	4	8.89%	45
POLK	150	24	13.79%	174	0	0		0
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	17	8	32.00%	25	0	0		0
SARASOTA	76	33	30.28%	109	0	0		0
SEMINOLE	66	8	10.81%	74	0	0		0
ST. JOHNS	19	25	56.82%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	154	73	32.16%	227	1	4	80.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
