County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	43,241	17,065	28.30%	60,306
ALACHUA	1,380	328	19.20%	1,708
BAKER	469	156	24.96%	625
BAY	441	97	18.03%	538
BRADFORD	5	5	50.00%	10
BREVARD	1,119	492	30.54%	1,611
BROWARD	3,951	1,216	23.53%	5,167
CALHOUN	3	7	70.00%	10
CHARLOTTE	406	198	32.78%	604
CITRUS	212	73	25.61%	285
CLAY	444	134	23.18%	578
COLLIER	640	197	23.54%	837
COLUMBIA	96	0	0.00%	96
DESOTO	18	37	67.27%	55
DUVAL	2,597	1,150	30.69%	3,747
ESCAMBIA	1,023	491	32.43%	1,514
FLAGLER	90	9	9.09%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	747	206	21.62%	953
GULF	4	17	80.95%	21
HARDEE	23	2	8.00%	25
HENDRY	9	20	68.97%	29
HERNANDO	483	271	35.94%	754
HIGHLANDS	172	69	28.63%	241
HILLSBOROUGH	2,975	759	20.33%	3,734
HOLMES	5	15	75.00%	20
INDIAN RIVER	283	170	37.53%	453
JACKSON	44	56	56.00%	100
LAKE	685	224	24.64%	909
LEE	1,339	516	27.82%	1,855
LEON	700	155	18.13%	855
MADISON	6	9	60.00%	15
MANATEE	600	133	18.14%	733
MARION	733	139	15.94%	872
MARTIN	234	272	53.75%	506
MIAMI-DADE	5,947	2,556	30.06%	8,503
MONROE	89	42	32.06%	131
NASSAU	28	40	58.82%	68
OKALOOSA	329	122	27.05%	451
OKEECHOBEE	49	51	51.00%	100
ORANGE	3,104	1,246	28.64%	4,350
OSCEOLA	803	335	29.44%	1,138
PALM BEACH	2,552	1,447	36.18%	3,999
PASCO	1,110	295	21.00%	1,405
PINELLAS	2,120	912	30.08%	3,032
POLK	1,191	393	24.81%	1,584
PUTNAM	60	24	28.57%	84
SANTA ROSA	134	216	61.71%	350
SARASOTA	891	278	23.78%	1,169
SEMINOLE	612	317	34.12%	929
ST. JOHNS	175	155	46.97%	330
ST. LUCIE	654	221	25.26%	875
SUMTER	230	117	33.72%	347
SUWANNEE	0	0		0
TAYLOR	5	7	58.33%	12
UNION	67	30	30.93%	97
VOLUSIA	1,063	539	33.65%	1,602
WALTON	46	71	60.68%	117
WASHINGTON	44	15	25.42%	59
