County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,495	1,588	26.11%	6,083	372	275	42.50%	647
ALACHUA	276	34	10.97%	310	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	54	0	0.00%	54	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	120	47	28.14%	167	0	0		0
BROWARD	356	106	22.94%	462	45	36	44.44%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	4	7.55%	53	0	0		0
CITRUS	33	6	15.38%	39	0	0		0
CLAY	39	11	22.00%	50	1	3	75.00%	4
COLLIER	59	26	30.59%	85	0	0		0
COLUMBIA	12	0	0.00%	12	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	309	131	29.77%	440	19	21	52.50%	40
ESCAMBIA	110	31	21.99%	141	3	13	81.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	49	13	20.97%	62	0	0		0
HIGHLANDS	26	3	10.34%	29	0	0		0
HILLSBOROUGH	318	81	20.30%	399	21	16	43.24%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	13	44.83%	29	0	0		0
JACKSON	9	4	30.77%	13	0	0		0
LAKE	56	48	46.15%	104	0	0		0
LEE	107	33	23.57%	140	53	33	38.37%	86
LEON	67	5	6.94%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	59	14	19.18%	73	0	0		0
MARION	73	13	15.12%	86	0	0		0
MARTIN	14	9	39.13%	23	0	0		0
MIAMI-DADE	684	222	24.50%	906	60	49	44.95%	109
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	42	12	22.22%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	260	140	35.00%	400	71	55	43.65%	126
OSCEOLA	89	34	27.64%	123	0	0		0
PALM BEACH	232	169	42.14%	401	11	21	65.63%	32
PASCO	128	14	9.86%	142	0	0		0
PINELLAS	250	83	24.92%	333	31	5	13.89%	36
POLK	128	52	28.89%	180	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	7	12	63.16%	19	0	0		0
SARASOTA	76	26	25.49%	102	0	0		0
SEMINOLE	67	6	8.22%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	63	27	30.00%	90	2	4	66.67%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	142	99	41.08%	241	0	0		0
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
