County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,287	955	15.30%	6,242	384	233	37.76%	617
ALACHUA	281	27	8.77%	308	34	13	27.66%	47
BAKER	0	0		0	0	0		0
BAY	70	1	1.41%	71	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	135	32	19.16%	167	0	0		0
BROWARD	480	44	8.40%	524	32	29	47.54%	61
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	12	20.34%	59	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	40	2	4.76%	42	2	4	66.67%	6
COLLIER	67	14	17.28%	81	0	0		0
COLUMBIA	14	2	12.50%	16	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	439	120	21.47%	559	21	19	47.50%	40
ESCAMBIA	121	9	6.92%	130	7	9	56.25%	16
FLAGLER	13	5	27.78%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	57	5	8.06%	62	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	349	36	9.35%	385	25	14	35.90%	39
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	7	24.14%	29	0	0		0
JACKSON	16	1	5.88%	17	0	0		0
LAKE	69	35	33.65%	104	0	0		0
LEE	129	12	8.51%	141	59	27	31.40%	86
LEON	61	11	15.28%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	54	13	19.40%	67	0	0		0
MARION	83	3	3.49%	86	0	0		0
MARTIN	14	25	64.10%	39	0	0		0
MIAMI-DADE	833	126	13.14%	959	64	38	37.25%	102
MONROE	13	0	0.00%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	54	1	1.82%	55	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	319	56	14.93%	375	73	39	34.82%	112
OSCEOLA	85	46	35.11%	131	2	4	66.67%	6
PALM BEACH	311	100	24.33%	411	19	13	40.63%	32
PASCO	117	18	13.33%	135	0	0		0
PINELLAS	250	41	14.09%	291	38	8	17.39%	46
POLK	150	8	5.06%	158	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	95	25	20.83%	120	0	0		0
SEMINOLE	62	7	10.14%	69	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	3	3	50.00%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	177	51	22.37%	228	0	5	100.00%	5
WALTON	22	1	4.35%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
