County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,688	1,335	22.17%	6,023	353	300	45.94%	653
ALACHUA	268	40	12.99%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	56	12	17.65%	68	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	126	36	22.22%	162	0	0		0
BROWARD	373	96	20.47%	469	35	49	58.33%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	50	2	3.85%	52	0	0		0
CITRUS	26	14	35.00%	40	0	0		0
CLAY	45	3	6.25%	48	3	1	25.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	0	8	100.00%	8	0	0		0
DUVAL	346	76	18.01%	422	16	24	60.00%	40
ESCAMBIA	130	21	13.91%	151	2	14	87.50%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	18	11	37.93%	29	0	0		0
HILLSBOROUGH	309	87	21.97%	396	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	74	30	28.85%	104	0	0		0
LEE	113	25	18.12%	138	65	21	24.42%	86
LEON	68	4	5.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	50	12	19.35%	62	0	0		0
MARION	81	3	3.57%	84	0	0		0
MARTIN	10	12	54.55%	22	0	0		0
MIAMI-DADE	771	190	19.77%	961	57	46	44.66%	103
MONROE	10	3	23.08%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	256	145	36.16%	401	60	66	52.38%	126
OSCEOLA	87	36	29.27%	123	0	0		0
PALM BEACH	261	139	34.75%	400	14	20	58.82%	34
PASCO	128	13	9.22%	141	0	0		0
PINELLAS	262	69	20.85%	331	33	5	13.16%	38
POLK	135	42	23.73%	177	6	8	57.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	70	40	36.36%	110	0	0		0
SEMINOLE	68	5	6.85%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	94	41	30.37%	135	0	0		0
WALTON	14	9	39.13%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
