County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,365	1,591	26.71%	5,956	373	243	39.45%	616
ALACHUA	264	44	14.29%	308	33	14	29.79%	47
BAKER	0	0		0	0	0		0
BAY	44	5	10.20%	49	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	116	59	33.71%	175	0	0		0
BROWARD	364	100	21.55%	464	32	28	46.67%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	43	6	12.24%	49	0	0		0
CITRUS	25	10	28.57%	35	0	0		0
CLAY	44	10	18.52%	54	2	2	50.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	8	1	11.11%	9	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	270	163	37.64%	433	19	21	52.50%	40
ESCAMBIA	128	13	9.22%	141	6	10	62.50%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	38	24	38.71%	62	0	0		0
HIGHLANDS	18	9	33.33%	27	0	0		0
HILLSBOROUGH	290	69	19.22%	359	23	14	37.84%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	16	50.00%	32	0	0		0
JACKSON	7	4	36.36%	11	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	109	29	21.01%	138	69	17	19.77%	86
LEON	65	7	9.72%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	48	14	22.58%	62	0	0		0
MARION	76	8	9.52%	84	0	0		0
MARTIN	10	29	74.36%	39	0	0		0
MIAMI-DADE	731	193	20.89%	924	63	46	42.20%	109
MONROE	5	4	44.44%	9	0	0		0
NASSAU	4	4	50.00%	8	0	0		0
OKALOOSA	47	6	11.32%	53	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	250	124	33.16%	374	68	44	39.29%	112
OSCEOLA	76	47	38.21%	123	0	6	100.00%	6
PALM BEACH	246	191	43.71%	437	18	15	45.45%	33
PASCO	107	21	16.41%	128	0	0		0
PINELLAS	216	70	24.48%	286	33	8	19.51%	41
POLK	109	45	29.22%	154	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	9	14	60.87%	23	0	0		0
SARASOTA	71	39	35.45%	110	0	0		0
SEMINOLE	58	14	19.44%	72	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	139	79	36.24%	218	1	5	83.33%	6
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
