County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,087	1,057	17.20%	6,144	430	252	36.95%	682
ALACHUA	283	25	8.12%	308	36	11	23.40%	47
BAKER	0	0		0	0	0		0
BAY	58	6	9.38%	64	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	144	25	14.79%	169	0	0		0
BROWARD	398	81	16.91%	479	71	29	29.00%	100
CALHOUN	0	0		0	0	0		0
CHARLOTTE	52	1	1.89%	53	0	0		0
CITRUS	37	3	7.50%	40	0	0		0
CLAY	43	7	14.00%	50	1	3	75.00%	4
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	356	81	18.54%	437	20	20	50.00%	40
ESCAMBIA	133	18	11.92%	151	4	12	75.00%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	45	17	27.42%	62	0	0		0
HIGHLANDS	17	8	32.00%	25	0	0		0
HILLSBOROUGH	343	44	11.37%	387	24	19	44.19%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	8	25.00%	32	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	70	36	33.96%	106	0	0		0
LEE	117	24	17.02%	141	66	20	23.26%	86
LEON	68	4	5.56%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	59	7	10.61%	66	0	0		0
MARION	83	4	4.60%	87	0	0		0
MARTIN	15	8	34.78%	23	0	0		0
MIAMI-DADE	823	130	13.64%	953	56	53	48.62%	109
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	53	2	3.64%	55	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	290	112	27.86%	402	81	45	35.71%	126
OSCEOLA	87	36	29.27%	123	0	0		0
PALM BEACH	286	113	28.32%	399	17	16	48.48%	33
PASCO	134	12	8.22%	146	0	0		0
PINELLAS	269	76	22.03%	345	35	5	12.50%	40
POLK	162	18	10.00%	180	8	6	42.86%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	88	25	22.12%	113	0	0		0
SEMINOLE	71	4	5.33%	75	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	34	6	15.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	178	26	12.75%	204	0	5	100.00%	5
WALTON	11	12	52.17%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
