County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,071	1,118	18.06%	6,189	447	234	34.36%	681
ALACHUA	285	23	7.47%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	56	8	12.50%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	141	46	24.60%	187	0	0		0
BROWARD	424	66	13.47%	490	45	35	43.75%	80
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	12	23.08%	52	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	46	4	8.00%	50	4	0	0.00%	4
COLLIER	74	11	12.94%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	344	94	21.46%	438	24	4	14.29%	28
ESCAMBIA	134	17	11.26%	151	9	7	43.75%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	60	3	4.76%	63	0	0		0
HIGHLANDS	24	11	31.43%	35	0	0		0
HILLSBOROUGH	318	78	19.70%	396	22	20	47.62%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	7	21.88%	32	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	71	37	34.26%	108	0	0		0
LEE	125	16	11.35%	141	69	17	19.77%	86
LEON	69	3	4.17%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	62	10	13.89%	72	0	0		0
MARION	93	8	7.92%	101	0	0		0
MARTIN	19	3	13.64%	22	0	0		0
MIAMI-DADE	764	171	18.29%	935	70	61	46.56%	131
MONROE	8	5	38.46%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	306	91	22.92%	397	86	40	31.75%	126
OSCEOLA	92	32	25.81%	124	0	0		0
PALM BEACH	299	97	24.49%	396	15	19	55.88%	34
PASCO	127	13	9.29%	140	0	0		0
PINELLAS	273	72	20.87%	345	45	4	8.16%	49
POLK	138	45	24.59%	183	14	0	0.00%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	9	45.00%	20	0	0		0
SARASOTA	79	33	29.46%	112	0	0		0
SEMINOLE	69	6	8.00%	75	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	3	3	50.00%	6
SUMTER	36	10	21.74%	46	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	177	28	13.66%	205	3	2	40.00%	5
WALTON	22	0	0.00%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
