County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,459	15,496	25.01%	61,955
ALACHUA	1,435	284	16.52%	1,719
BAKER	466	159	25.44%	625
BAY	450	96	17.58%	546
BRADFORD	5	5	50.00%	10
BREVARD	1,203	420	25.88%	1,623
BROWARD	5,323	1,101	17.14%	6,424
CALHOUN	2	8	80.00%	10
CHARLOTTE	410	221	35.02%	631
CITRUS	231	74	24.26%	305
CLAY	443	107	19.45%	550
COLLIER	691	170	19.74%	861
COLUMBIA	102	0	0.00%	102
DESOTO	18	37	67.27%	55
DUVAL	2,655	1,099	29.28%	3,754
ESCAMBIA	1,059	430	28.88%	1,489
FLAGLER	94	5	5.05%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	747	206	21.62%	953
GULF	4	17	80.95%	21
HARDEE	21	4	16.00%	25
HENDRY	11	18	62.07%	29
HERNANDO	480	278	36.68%	758
HIGHLANDS	202	57	22.01%	259
HILLSBOROUGH	3,088	688	18.22%	3,776
HOLMES	6	14	70.00%	20
INDIAN RIVER	310	157	33.62%	467
JACKSON	36	58	61.70%	94
LAKE	716	189	20.88%	905
LEE	1,421	431	23.27%	1,852
LEON	742	111	13.01%	853
MADISON	6	9	60.00%	15
MANATEE	612	132	17.74%	744
MARION	766	116	13.15%	882
MARTIN	238	268	52.96%	506
MIAMI-DADE	6,179	2,325	27.34%	8,504
MONROE	103	33	24.26%	136
NASSAU	44	36	45.00%	80
OKALOOSA	316	135	29.93%	451
OKEECHOBEE	56	44	44.00%	100
ORANGE	3,299	1,078	24.63%	4,377
OSCEOLA	825	311	27.38%	1,136
PALM BEACH	2,744	1,308	32.28%	4,052
PASCO	1,148	246	17.65%	1,394
PINELLAS	2,231	874	28.15%	3,105
POLK	1,273	351	21.61%	1,624
PUTNAM	62	22	26.19%	84
SANTA ROSA	129	258	66.67%	387
SARASOTA	984	264	21.15%	1,248
SEMINOLE	705	216	23.45%	921
ST. JOHNS	195	135	40.91%	330
ST. LUCIE	658	218	24.89%	876
SUMTER	239	108	31.12%	347
SUWANNEE	0	0		0
TAYLOR	3	9	75.00%	12
UNION	68	30	30.61%	98
VOLUSIA	1,105	435	28.25%	1,540
WALTON	54	63	53.85%	117
WASHINGTON	44	15	25.42%	59
