County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,700	1,292	21.56%	5,992	367	244	39.93%	611
ALACHUA	283	25	8.12%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	45	8	15.09%	53	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	126	49	28.00%	175	0	0		0
BROWARD	380	105	21.65%	485	34	26	43.33%	60
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	8	16.00%	50	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	38	3	7.32%	41	2	2	50.00%	4
COLLIER	52	33	38.82%	85	0	0		0
COLUMBIA	15	3	16.67%	18	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	321	120	27.21%	441	17	23	57.50%	40
ESCAMBIA	122	19	13.48%	141	6	10	62.50%	16
FLAGLER	11	7	38.89%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	24	9	27.27%	33	0	0		0
HILLSBOROUGH	308	68	18.09%	376	23	14	37.84%	37
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	14	43.75%	32	0	0		0
JACKSON	5	4	44.44%	9	0	0		0
LAKE	80	24	23.08%	104	0	0		0
LEE	123	18	12.77%	141	60	26	30.23%	86
LEON	65	7	9.72%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	49	12	19.67%	61	0	0		0
MARION	89	7	7.29%	96	0	0		0
MARTIN	16	23	58.97%	39	0	0		0
MIAMI-DADE	760	174	18.63%	934	71	41	36.61%	112
MONROE	10	0	0.00%	10	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	40	14	25.93%	54	0	0		0
OKEECHOBEE	4	4	50.00%	8	0	0		0
ORANGE	291	81	21.77%	372	72	40	35.71%	112
OSCEOLA	84	39	31.71%	123	0	6	100.00%	6
PALM BEACH	273	122	30.89%	395	14	18	56.25%	32
PASCO	111	20	15.27%	131	0	0		0
PINELLAS	234	60	20.41%	294	20	15	42.86%	35
POLK	124	18	12.68%	142	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	12	52.17%	23	0	0		0
SARASOTA	80	28	25.93%	108	0	0		0
SEMINOLE	62	11	15.07%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	78	12	13.33%	90	4	2	33.33%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	160	58	26.61%	218	0	5	100.00%	5
WALTON	10	13	56.52%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
