County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,100	15,145	24.73%	61,245
ALACHUA	1,391	322	18.80%	1,713
BAKER	498	127	20.32%	625
BAY	446	101	18.46%	547
BRADFORD	5	5	50.00%	10
BREVARD	1,231	423	25.57%	1,654
BROWARD	4,079	1,033	20.21%	5,112
CALHOUN	6	4	40.00%	10
CHARLOTTE	426	204	32.38%	630
CITRUS	226	87	27.80%	313
CLAY	487	78	13.81%	565
COLLIER	718	148	17.09%	866
COLUMBIA	107	0	0.00%	107
DESOTO	25	30	54.55%	55
DUVAL	2,827	937	24.89%	3,764
ESCAMBIA	1,079	377	25.89%	1,456
FLAGLER	95	4	4.04%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	567	386	40.50%	953
GULF	6	15	71.43%	21
HARDEE	21	4	16.00%	25
HENDRY	8	21	72.41%	29
HERNANDO	530	205	27.89%	735
HIGHLANDS	191	63	24.80%	254
HILLSBOROUGH	3,202	790	19.79%	3,992
HOLMES	7	13	65.00%	20
INDIAN RIVER	332	111	25.06%	443
JACKSON	39	47	54.65%	86
LAKE	696	214	23.52%	910
LEE	1,534	312	16.90%	1,846
LEON	767	141	15.53%	908
MADISON	11	4	26.67%	15
MANATEE	660	106	13.84%	766
MARION	799	130	13.99%	929
MARTIN	249	181	42.09%	430
MIAMI-DADE	6,306	2,406	27.62%	8,712
MONROE	65	93	58.86%	158
NASSAU	29	39	57.35%	68
OKALOOSA	380	73	16.11%	453
OKEECHOBEE	46	54	54.00%	100
ORANGE	3,410	1,023	23.08%	4,433
OSCEOLA	859	312	26.64%	1,171
PALM BEACH	2,743	1,205	30.52%	3,948
PASCO	1,066	278	20.68%	1,344
PINELLAS	2,290	1,039	31.21%	3,329
POLK	1,305	358	21.53%	1,663
PUTNAM	67	17	20.24%	84
SANTA ROSA	134	221	62.25%	355
SARASOTA	1,063	160	13.08%	1,223
SEMINOLE	684	262	27.70%	946
ST. JOHNS	198	133	40.18%	331
ST. LUCIE	703	173	19.75%	876
SUMTER	256	91	26.22%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	51	26	33.77%	77
VOLUSIA	1,061	470	30.70%	1,531
WALTON	72	45	38.46%	117
WASHINGTON	39	25	39.06%	64
