County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,698	1,426	23.29%	6,124	349	256	42.31%	605
ALACHUA	281	27	8.77%	308	31	16	34.04%	47
BAKER	0	0		0	0	0		0
BAY	50	10	16.67%	60	4	0	0.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	121	53	30.46%	174	0	0		0
BROWARD	405	93	18.67%	498	32	25	43.86%	57
CALHOUN	0	0		0	0	0		0
CHARLOTTE	39	10	20.41%	49	0	0		0
CITRUS	29	10	25.64%	39	0	0		0
CLAY	40	2	4.76%	42	2	12	85.71%	14
COLLIER	54	31	36.47%	85	0	0		0
COLUMBIA	16	6	27.27%	22	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	323	120	27.09%	443	15	25	62.50%	40
ESCAMBIA	130	11	7.80%	141	6	10	62.50%	16
FLAGLER	11	7	38.89%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	58	4	6.45%	62	0	0		0
HIGHLANDS	25	6	19.35%	31	0	0		0
HILLSBOROUGH	300	101	25.19%	401	22	14	38.89%	36
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	14	42.42%	33	0	0		0
JACKSON	13	4	23.53%	17	0	0		0
LAKE	67	37	35.58%	104	0	0		0
LEE	105	32	23.36%	137	65	21	24.42%	86
LEON	55	17	23.61%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	48	16	25.00%	64	0	0		0
MARION	84	13	13.40%	97	0	0		0
MARTIN	20	19	48.72%	39	0	0		0
MIAMI-DADE	791	182	18.71%	973	64	40	38.46%	104
MONROE	7	0	0.00%	7	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	40	14	25.93%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	265	108	28.95%	373	64	48	42.86%	112
OSCEOLA	81	48	37.21%	129	0	6	100.00%	6
PALM BEACH	290	113	28.04%	403	14	18	56.25%	32
PASCO	112	20	15.15%	132	0	0		0
PINELLAS	235	63	21.14%	298	23	8	25.81%	31
POLK	127	38	23.03%	165	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	11	50.00%	22	0	0		0
SARASOTA	77	31	28.70%	108	0	0		0
SEMINOLE	56	17	23.29%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	6	0	0.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	144	72	33.33%	216	0	5	100.00%	5
WALTON	7	16	69.57%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
